,DOI,Year,Title,Abstract
10,10.1002/adfm.202106924,2021.0,Self‐Assembled Fullerene Nanostructures: Synthesis and Applications,"Functionalized fullerene nanostructures are a distinct class of materials that exhibit the combined properties of both fullerene and nanostructures including excellent optoelectronic features, modified band edges, high electron affinity, fast charge transfer capabilities, and tunable structural and textural properties. These fascinating properties allow for their utilization in many applications such as polymer solar cells, photovoltaics, photocatalysis, photodynamic therapy, electrocatalysis, environmental remediation, and drug and gene delivery. Numerous synthesis methods and anchoring groups are employed for functionalized fullerenes with nanostructures by using convergent bottom‐up and top‐down strategies. The supramolecular self‐assembly and functionalization of fullerenes through robust chemistry approaches such as surface oxidation, grafting, polymer coating, doping of metals/nonmetal heteroatoms, noncovalent modification with 2D materials and nanoparticle attachment result in achieving fine control over its surface and bulk properties, including increased solubility, wettability, electron transport, acid–base properties, adsorption, electronic conductivity, and light absorption. This review analyzes the salient developments in the fabrication of nanostructured fullerenes and their functionalized derivatives for many applications including adsorption, catalysis, sensors, energy storage, solar cells, drug delivery, magnetic and superconducting devices. The contents of this review will allow the readers to cherish exciting possibilities and opportunities in field of functionalized nanofullerenes."
11,10.1039/c9ra02670c,2019.0,On the homocoupling of trialkylstannyl monomers in the synthesis of diketopyrrolopyrrole polymers and its effect on the performance of polymer-fullerene photovoltaic cells,"Homocoupling of monomers in a palladium-catalyzed copolymerization of donor–acceptor polymers affects the perfect alternating structure and may deteriorate the performance of such materials in solar cells. Here we investigate the effect of homocoupling bis(trialkylstannyl)-thiophene and -bithiophene monomers in two low band gap poly(diketopyrrolopyrrole-alt-oligothiophene) polymers by deliberately introducing extended oligothiophene defects in a controlled fashion. We find that extension of the oligothiophene by one or two thiophenes and creating defects up to at least 10% does not significantly affect the opto-electronic properties of the polymers or their photovoltaic performance as electron donor in solar cells in combination with [6,6]-phenyl C71 butytic acid methyl ester as acceptor. By using model reactions, we further demonstrate that for the optimized synthetic protocol and palladium-catalyst system the naturally occurring defect concentration in the polymers is expected to be less than 0.5%."
12,10.1021/jacs.0c13326,2021.0,Helically Organized Fullerene Array in a Supramolecular Polymer Main Chain.,"To date, supramolecular chemistry techniques have been applied to fullerene polymer synthesis, enabling the development of main-chain fullerene polymers whose primary structure is well regulated, including linear, dendritic, and net-like fullerene arrays. These research achievements have led to an intriguing scientific challenge to create main-chain fullerene polymers with higher structural regulation. Here, we report the fabrication of a helically organized fullerene array based on the supramolecular polymerization of chiral ditopic tetrakiscalix[5]arene hosts and a dumbbell-shaped fullerene. The molecular association between the chiral hosts and the dumbbell-shaped fullerene resulted in sizable supramolecular polymers in solution, with the highest degree of polymerization of more than 32. The achiral dumbbell-shaped fullerene exhibited circular dichroism in the π-π* transition bands arising from the fullerene moieties through supramolecular polymerization. End-capping experiments of the supramolecular helical polymers showed that the chirally twisted conformation of the dumbbell-shaped fullerene was directed by supramolecular polymerization. Finally, the helical morphology of the supramolecular polymer chain was visualized by atomic force microscopy. The successful development of helical main-chain fullerene polymers would break new ground in fullerene chemistry."
13,10.3866/PKU.WHXB201803261,2019.0,Non-Fullerene Polymer Solar Cells Based on a New Polythiophene Derivative as Donor,": With the development of non-fullerene small-molecule acceptors, non-fullerene polymer solar cells (PSCs) have garnered increased attention due to their high performance. While photons are absorbed and converted to free charge carriers in the active layer, the donor and acceptor materials both play a critical role in determining the performance of PSCs. Among the various conjugated-polymer donor materials, polythiophene (PT) derivatives such as poly(3-hexylthiophene), have attracted considerable interest due to their high hole mobility and simple synthesis. However, there are limited studies on the applications of PT derivatives in non-fullerene PSCs. Fabrication of highly efficient non-fullerene PSCs utilizing PT derivatives as the donor is a challenging topic. In this study, a new PT derivative, poly[5,5 ′ -4,4 ′ -bis(2-butyloctylsulphanyl)-2,2 ′ -bithiophene-alt-5,5 ′ -4,4 ′ -difluoro-2,2 ′ -bithiophene] (PBSBT-2F), with alkylthio groups and fluorination was synthesized for use as the donor in non-fullerene PSC applications. The absorption spectra, electrochemical properties, molecular packing, and photovoltaic properties of PBSBT-2F were investigated and compared with those of poly(3-hexylthiophene) (P3HT). The polymer exhibited a wide bandgap of 1.82 eV, a deep highest occupied molecular orbital (HOMO) of − 5.02 eV, and an ordered molecular packing structure. Following this observation, PSCs based on a blend of PBSBT-2F as the donor and 3,9-bis(2-methylene-(3-(1,1-dicyanomethylene)-indanone)-5,5,11,11-tetrakis(4-hexylphenyl)-dithieno-[2,3- d :2 ′ ,3 ′ - d ′ ]- s -indaceno[1,2- b :5,6- b ′ ]dithiophene (ITIC) as the acceptor were fabricated. The absorption spectra were collected and the energy levels were found to be well matched. These devices exhibited a power conversion efficiency (PCE) of 6.7% with an open-circuit voltage ( V OC ) of 0.75 V, a short-circuit current density ( J SC ) of 13.5 mA·cm -2 , and a fill factor (FF) of 66.6%. These properties were superior to those of P3HT (1.2%) under the optimal conditions. This result indicates that PBSBT-2F is a promising donor material for non-fullerene PSCs."
14,10.1021/acsami.5b04351,2015.0,Synthesis and Isolation of cis-2 Regiospecific Ethylene-Tethered Indene Dimer-[70]Fullerene Adduct for Polymer Solar Cell Applications.,"Although the utilization of [70]fullerene bis-adducts can enhance the power conversion efficiencies of polymer solar cells (PSCs) owing to their strong absorption intensities and high-lying lowest unoccupied molecular orbital energy levels, this synthetic strategy typically yields a mixture of regioisomers that would mask the intrinsic device performances depending on the substituent pattern on the [70]fullerene derivatives. In this study, a single cis-2 regioisomer of C70 bis-adduct (cis-2-[70]BIEC) has been prepared for the first time by the same strategy that had been applied to [60]fullerene to obtain a regioisomerically pure C60 bis-adduct (cis-2-[60]BIEC). Diels-Alder reaction was conducted between a rationally designed ethylene-tethered indene dimer and [70]fullerene, followed by isolation using high-performance liquid chromatography suitable for the separation of fullerene derivatives. A series of structural analysis techniques including NMR spectroscopies and X-ray crystallography were used to identify the absolute configuration of the bis-adduct. A systematic study on the optical, electrochemical, and photovoltaic properties of cis-2-[70]BIEC as well as the corresponding regioisomer mixture (bis-[70]BIEC) and the monoadduct (α-mono-[70]BIEC) has been performed to examine the effect of the pure cis-2 regioisomer. More importantly, their properties are compared with those of cis-2-[60]BIEC to address the effect of fullerene cage structures, that is, C60 versus C70. The PSC based on cis-2-[70]BIEC and poly(3-hexylthiophene) showed a remarkable power conversion efficiency of 4.2%, which is higher than those with bis-[70]BIEC (2.2%), α-mono-[70]BIEC (2.2%), cis-2-[60]BIEC (2.8%), and even a prevalent high-performance C70 monoadduct ([70]PCBM, 3.8%). Our synthetic strategy will pave the way for further development on the rational design and isolation of single fullerene bis-adduct regioisomers exhibiting high device performances."
15,10.1002/cjoc.202300765,2024.0,Recent Advances of Imide‐Functionalized Polymer Donors for Non‐fullerene Solar Cells†,"In recent years, there has been a shift towards using non‐fullerene electron acceptors in organic solar cells (OSCs) as a replacement for fullerene derivatives. This change requires polymer donors that possess compatible physical properties, such as absorption range, HOMO energy level, miscibility, and crystallinity. Moreover, the high cost and poor batch‐to‐batch reproducibility of polymer donors also hinder future large‐scale manufacturing. These emphasize the need to explore alternative types of polymer donors. The imide‐functionalized building units possess several key attributes that make their polymers highly promising for non‐fullerene OSCs. These attributes include ease of synthesis, strong electron‐withdrawing ability, rigid and co‐planar structure, and the ability to easily tune solubility through imide side chains. In this review, we summarized the synthetic routes of imide building units, and the structural evolution of imide‐functionalized polymer donors by focusing on the effects of polymer structure on their physical, optoelectronic, and photovoltaic properties. We hope that this mini‐review will serve as a catalyst for future research on imide‐functionalized polymers toward high‐performance, cost‐effective, and durable organic solar cells (OSCs).

"
16,10.3390/POLYM7050896,2015.0,Synthesis and Characterization of [60]Fullerene-Glycidyl Azide Polymer and Its Thermal Decomposition,"A new functionalized [60]fullerene-glycidyl azide polymer (C60-GAP) was synthesized for the first time using a modified Bingel reaction of [60]fullerene (C60) and bromomalonic acid glycidyl azide polymer ester (BM-GAP). The product was characterized by Fourier transform infrared (FTIR), ultraviolet-visible (UV-Vis), and nuclear magnetic resonance spectroscopy (NMR) analyses. Results confirmed the successful preparation of C60-GAP. Moreover, the thermal decomposition of C60-GAP was analyzed by differential scanning calorimetry (DSC), thermogravimetric analysis coupled with infrared spectroscopy (TGA-IR), and in situ FTIR. C60-GAP decomposition showed a three-step thermal process. The first step was due to the reaction of the azide group and fullerene at approximately 150 °C. The second step was ascribed to the remainder decomposition of the GAP main chain and N-heterocyclic at approximately 240 °C. The final step was attributed to the burning decomposition of amorphous carbon and carbon cage at around 600 °C."
17,10.1002/pssb.201200084,2012.0,Easy synthesis of Pd fullerene polymer structures from the molten state of tris(dibenzylideneacetone)dipalladium(0),"Pd fullerene composites were first synthesized and studied in the early 90s by for example Nagashima et al. In this study we present a novel and rapid approach to synthesize Pd fullerides based on direct reaction of C60 with Pd2dba3. We show that the Pd fullerene polymer phase forms at temperatures around the melting point of Pd2dba3 (150 °C) and that it proceeds upon further annealing while releasing dba. The synthesis reactions were studied in TGA/DSC. TEM revealed that the material easily collapses under the electron beam into nanoparticles. Under very low doses almost no particles can be found. Similarly, Raman spectroscopy confirmed the formation of Pd fulleride polymers but also supported the collapse of the Pd fulleride phase when irradiated by high laser power. CVD experiments have been conducted on directly coated Si substrates showing similar results to previous reports, namely that Pd2C60 is an efficient catalysts for the growth of helical carbon nanofibers. Our study gives both insights into the formation of nanoparticles as well as the synthesis of C60 polymers. The method is also compatible with direct coating processes making it useful for a broad spectrum of CVD and catalysis applications."
18,10.1002/adom.202001836,2020.0,Design and Synthesis of a New Non‐Fullerene Acceptor for High‐Performance Photomultiplication‐Type Organic Photodiodes,"Photomultiplication‐type organic photodiodes (PM‐OPDs) rely on acceptor molecules for both charge separation and efficient gain generation. Herein, a new non‐fullerene acceptor is designed and synthesized by introducing thienylenevinylene (TV) groups into the conventional 2,2ʹ‐[[6,6,12,12‐tetrakis(4‐hexylphenyl)‐6,12‐dihydrodithieno[2,3‐d:2ʹ,3ʹ‐dʹ]‐s‐indaceno[1,2‐b:5,6‐bʹ]dithiophene‐2,8‐diyl]bis[methylidyne(3‐oxo‐1H‐indene‐2,1(3H)‐diylidene)]]bis[propanedinitrile] (ITIC) structure. The resulting TV‐ITIC acceptor possesses not only extended π‐conjugation length, which leads to lower energy bandgap as well as deeper lowest unoccupied molecular orbital (LUMO) level, but also enhanced hydrophobic characteristics, owing to the increased volumetric portion of the aliphatic chain, which improves the miscibility with the donor polymer semiconductor, poly(3‐hexylthiophene‐2,5‐diyl) (P3HT). Moreover, pristine TV‐ITIC films consist of intrinsically well‐ordered anisotropic crystallites, which are confirmed by 2D grazing incidence X‐ray diffraction (2D‐GIXD) analysis. All of these photophysical properties are beneficial for efficient exciton separation, electron trapping, and charge injection abilities of PM‐OPDs compared to those obtained with conventional ITIC. Because of such synergetic contributions of TV‐ITIC to the photomultiplication mechanism, the resulting optimized PM‐OPD exhibits a high external quantum efficiency (>74,000%) and a large specific detectivity (>1012 Jones)."
19,10.1080/00914037.2013.769245,2014.0,"Fullerene Functionalized Polystyrene: Synthesis, Characterizations, and Application in Bulk Heterojunction Polymer Solar Cells","Fullerene functionalized polystyrene (PSFu) with a variety of fullerene (C60) contents was synthesized and characterized. The best PSFu was selected on the basis of solubility and band gap energy for application studies. Feasibility for using PSFu as a replacement of C60 in bulk heterojunction (BHJ) polymer solar cells was explored. Performance of the BHJ cells containing PSFu was comparable to that of the cells containing neat C60, irrespective of the acceptor/donor weight ratios, even the actual amount of C60 in PSFu molecules was (about 5 times) lower than that of the neat C60."
20,10.1002/cplu.202000354,2020.0,A Cross-Linkable Electron-Transport Layer Based on a Fullerene-Benzoxazine Derivative for Inverted Polymer Solar Cells.,"The synthesis, optoelectronic characterization and device properties of a cross-linkable fullerene derivative, [6,6]-phenyl-C61 -butyric benzoxazine ester (PCBB) is reported. PCBB shows all the basic photophysical and electrochemical properties of the parent compound [6,6]-phenyl-C61 -butyric methyl ester (PCBM). Thermal cross-linking of the benzoxazine moiety in PCBB resulted in the formation of cross-linked, solvent resistive adhesive films (C-PCBB). Atomic force microscopy (AFM) and optical microscopic studies showed dramatic reduction in the roughness and aggregation behaviour of P3HT-PCBM polymer blend film upon incorporation of C-PCBB interlayer. An inverted bulk heterojunction solar cell based on the configuration ITO/ZnO/C-PCBB/P3HT-PCBM/V2 O5 /Ag achieved 4.27 % power conversion efficiency (PCE) compared to the reference device ITO/ZnO/P3HT-PCBM/V2 O5 /Ag (PCE=3.28 %). This 25 % increase in the efficiency is due to the positive effects of C-PCBB on P3HT/C-PCBB and PCBM/C-PCBB heterojunctions."
21,10.1117/12.2568519,2020.0,Triplet exciton losses in polymer: fullerene-free acceptor blends,"In the past, most organic solar cells (OSCs) employed fullerenes as electron acceptors. Recently, the synthesis of novel non-fullerene acceptors (NFAs) resulted in high power conversion efficiencies (PCE) of 18.2%. The remarkably high VOC in NFA-based OSCs has been achieved by increasing charge transfer energy (CT) via closer matching of acceptor (A) and donor (D) energy levels. Moreover, an increase in CT energy can lead to a new loss pathway resulting from charge recombination to the now energetically favorable D and A triplet exciton (TE) states. Formation of TEs is not only causing a new loss pathway and reduced short-circuit current but can also lead to enhanced degradation of the active layer. We studied the polymer donor PBDB-T and its fluorinated version PM6, and the thiophene-based acceptor molecule ITIC and a novel benzothiadiazole-based acceptor molecule Y6. With low temperature spin-sensitive photoluminescence measurements formation of TEs is studied."
22,10.5012/BKCS.2014.35.6.1647,2014.0,Synthesis and Characterization of Phenanthrene-substituted Fullerene Derivatives as Electron Acceptors for P3HT-based Polymer Solar Cells,"E-mail: dohoonhwang@pusan.ac.krReceived December 3, 2013, Accepted February 6, 20149,10-Bis(bromomethyl)phenanthrene reacted with fullerenes via a Diels-Alder reaction to give phenanthrene-substituted fullerene mono-adducts (PCMA) and bis-adducts (PCBA) as electron acceptors for organicphotovoltaic cells (OPVs). The syntheses of the fullerene derivatives were confirmed by"
23,10.1039/d0py00458h,2020.0,Precise synthesis of double-armed polymers with fullerene C60 at the junction for controlled architecture,"Fullerene-containing polymers offer the unique opportunity to fabricate self-assembled nanostructures and organic electronics. The synthesis of well-defined fullerene-containing polymers, having double polymeric chains attached to fullerene in a regioselective manner, is a fundamental challenge in both synthetic organic chemistry and precision polymer chemistry. Here, inspired by the state-of-the-art fullerene chemistry, we present a new strategy for the stepwise synthesis of double-armed polymers with fullerene C60 at the junction in high reaction yields and with high selectivity. First, poly(styrene)-attached 1,2-hydrofullerene (1,2-PS-C60-H) was synthesized via the cobalt-catalyzed radical addition reaction. Next, the fullerenyl anion, 1,2-PS-C60−, was reacted with bromo-terminated poly(acetoxystyrene) to generate diblock copolymer 1,4-bisadducts (1,4-PS-C60-PAS). This example highlights the applicability of polymeric 1,4-fullerene bisadducts for self-assembling building blocks and potential organic electronics."
24,10.1080/10584587.2019.1592078,2019.0,Synthesis of fullerene-modified P(St-MMA-AA) colloids and optical performance in colloidal crystals,"Abstract By constantly trying to change the amount of sodium dodecyl benzene sulfonate (SDBS), monodispersed P(St-MMA-AA) colloids with diameters about 240 nm was synthesized successfully using emulsion polymerization. The polymer latex particles having an amino group on the surface are grafted with fullerene acetic acid to obtain fullerene-modified P(St-MMA-AA) microspheres by an amidation reaction. The corresponding colloidal crystals were fabricated and investigated. In view of the high refractive index of fullerenes, the refractive index of the fullerene-modified P(St-MMA-AA) microspheres is improved."
25,,2019.0,New guideline for synthesis of fullerene electron acceptors,"29.01.2016 Organic/polymer solar cells represent the most important direction for green energy in the future. Fullerene electron acceptors have been widely used in organic/polymer solar cells as well as perovskite solar cells. A recent study reveals that the photovoltaic performance can be influenced by fullerene stereomer, implies that the stereomeric effect should be envisaged if new fullerene derivative was designed as electron acceptor."
26,10.1039/c3cc41084f,2013.0,Synthesis and photovoltaic properties of acceptor materials based on the dimerization of fullerene C60 for use in efficient polymer solar cells.,"We demonstrate that dimeric fullerene derivatives work as an excellent n-type material for polymer solar cells in combination with P3HT or PTB7, showing the best PCE of 3.3% or 6.1%, respectively. The device performance was influenced by the position of the two C60 moieties linked together."
27,10.1039/c3cc40697k,2013.0,High yield synthesis of a new fullerene linker and its use in the formation of a linear coordination polymer by silver complexation.,"A new hexakis-fullerene adduct with two 4,5-diazafluorene groups strategically located at trans-1 positions to allow linear polymerization was selectively synthesized in very high yield. By reaction with Ag(triflate), a one dimensional metal-organic coordination polymer was obtained."
