,DOI,Year,Title,Abstract
10,10.47750/pnr.2022.13.s09.654,2022.0,Forced Degradation Studies Of Pimecrolimus As Per ICH Guidelines,"Forced  degradation  studies  are  used  to validate  analytical  procedures  for  the  drug  substance  and degradation products. Forced degradation studies of Pimecrolimus drug substance and its cream were performed  under  the stressed  alkaline,  acidic,  oxidative  and thermal  conditions  according  to ICH guidelines  ICH  Q1A(R2).  A  sensitive  stability  indicating  RP-HPLC  method  was  purposed  and validated  for the  separation  of Pimecrolimus  and  Desmethyl  Pimecrolimus.  The  chromatographic separation was achieved with Phenomenax Luna, C18, 150 x 4.6mm and 3µm particle size column. The flow rate was 1.5 mL/min  and eluents  were detected  at 210nm  using PDA detector.  For the examination  of Pimecrolimus  and its associated  compounds,  our newly  designed  HPLC  approach proved extremely exact, specific, reliable, and accurate."
11,,2016.0,Interfacial stability and degradation in organic photovoltaic solar cells,"Organic photovoltaic (OPV) solar cells show great promise but suffer from short operating lifetimes. This study examines the role that the selection of materials for the hole extraction interface in inverted OPV devices plays in determining the lifetime of a device. In the first part of the study, the effects of thermal degradation were examined. It was found that devices containing MoO3 HTLs and silver top electrodes exhibit an open-circuit voltage (VOC)/fill factor (FF)-driven mechanism. Physical characterisation experiments showed that, with heating, the silver electrode undergoes de-wetting. With thin electrodes this can result in the catastrophic failure of the device. A fracture analysis study found that silver-containing devices experience an increase in adhesion of their top layers to the active layer due to interdiffusion between the layers. This interdiffusion may be related to the loss of VOC and FF in Ag/MoO3 devices through diffused species forming charge traps in the active layer. In the second part of the study, the effects of photodegradation in different atmospheres were studied. Some material-dependent effects were observed when the devices were aged in an inert atmosphere, including variations in projected lifetime. The effect of oxygen was to greatly accelerate degradation, and remove any of the material-dependence observed in the inert experiment, while humidity led to a substantial increase in the degradation rate of devices containing PEDOT:PSS (poly(3,4-ethylenedioxythiophene) polystyrene sulfonate). This study underlines the importance of considering device lifetime in device design, and choosing materials to minimise degradation."
12,10.1149/ma2023-024678mtgabs,2023.0,Revealing the Cycling and Degradation Mechanism of Bi-Metallates As Anode Materials for Na-Ion Batteries,"Na-ion batteries (NIBs) represent an emerging alternative to modern Li-ion batteries. To improve the overall performance of NIBs it is crucial to develop new types of anode materials with high capacity and long cycle life. Among the anode candidates, materials operating under combined conversion and alloying mechanisms (CAMs) are considered as promising. They are capable of delivering high capacity, however, despite theoretical predictions the cycling stability is still below expectations. Therefore, a comprehensive understanding of the cycling and degradation mechanisms of CAMs is crucial to improve their performance. However, these materials undergo multiple chemical transformations, which often involves formation of amorphous and nanocrystalline phases during cycling. Such chemical complexity substantially impedes their full characterization and understanding.
 Bismuth metallates, with a general formula of Bi-TM-O (TM = transition metal), is a group of ternary CAMs. Their general cycling mechanism consists of an irreversible conversion reaction, which leads to formation of Bi nanoparticles embedded in a Na-TM-O matrix during the first sodiation. This is followed by a reversible two-step alloying reaction leading to formation of Na3Bi with NaBi as an intermediate phase. In this work, we have used operando X-ray diffraction over the course of ∼30 cycles to study the cycling and degradation mechanisms of two CAMs - Bi2MoO6 and BiFeO3. With the help of ex situ X-ray absorption spectroscopy and pair distribution function (PDF) analysis, we have revealed new insights into these materials in addition to confirming the general cycling mechanism.
 Both materials form the cubic phase of Na3Bi (c-Na3Bi) in the sodiated state with some noticeable differences. While, the hexagonal Na3Bi (h-Na3Bi) phase starts to form after 10 cycles in Bi2MoO6, a combination of c-Na3Bi and h-Na3Bi can be observed after the first cycle in BiFeO3. The formation of c-Na3Bi is kinetically favorable in these systems, while h-Na3Bi is the more thermodynamically stable and, therefore, forms later in the cycling process. Both materials shows three distinct regions of capacity degradation, where the first is initiated by a growth in the crystallite sizes of Bi-particles. This is followed by a disappearance of the Bi-phase as the second step. The last degradation phase is related to the disappearance of the NaBi-phase and locking the system in the sodiated state. The present talk will discuss the mechanisms of these degradation steps in view of the future development of CAMs in greater details.
 
 
 
 
 
 Figure 1
"
13,10.3390/pharmaceutics12020086,2020.0,Solid State Stability and Kinetics of Degradation for Candesartan—Pure Compound and Pharmaceutical Formulation,"The aim of this work was to assess the impact of an excipient in a pharmaceutical formulation containing candesartan cilexetil over the decomposition of the active pharmaceutical ingredient and to comparatively investigate the kinetics of degradation during thermolysis in an oxidative atmosphere under controlled thermal stress. To achieve this, the samples were chosen as follows: pure candesartan cilexetil and a commercial tablet of 32 mg strength. As a first investigational tool, Universal attenuated total reflection Fourier transform infrared (UATR-FTIR) spectroscopy was chosen in order to confirm the purity and identity of the samples, as well as to check if any interactions took place in the tablet between candesartan cilexetil and excipients under ambient conditions. Later on, samples were investigated by thermal analysis, and the elucidation of the decomposition mechanism was achieved solely after performing an in-depth kinetic study, namely the use of the modified non-parametric kinetics (NPK) method, since other kinetic methods (American Society for Testing and Materials—ASTM E698, Friedman and Flynn–Wall–Ozawa) led to inadvertencies. The NPK method suggested that candesartan cilexetil and the tablet were degraded by the contribution of two steps, the main being represented by chemical degradation and the secondary being a physical transformation. The excipients chosen in the formulation seemed to have a stabilizing effect on the decomposition of the candesartan cilexetil that was incorporated into the tablet, relative to pure active pharmaceutical ingredient (API), since the apparent activation energy for the decomposition of the tablet was 192.5 kJ/mol, in comparison to 154.5 kJ/mol for the pure API."
14,,2015.0,Structural-Functional Characterization of Degradation Mechanisms in Low Bandgap Polymer-Fullerene OPV Devices,"Polymer-fullerene bulk heterojunction (BHJ) organic photovoltaics (OPVs) show enormous promise for low cost renewable energy production. In an effort to increase device efficiencies, recent attention has turned toward the utilization of low bandgap conjugated polymers for photon harvesting. However, the stability of devices based on low bandgap materials remains poorly understood and represents one of the primary roadblocks for widespread OPV commercialization. Developing a systematic approach for studying degradation mechanisms in low bandgap OPVs is critical for improving device lifetimes. In this study, an experimental procedure for identifying the specific location and trigger of different degradation mechanisms is outlined. Emphasis is placed on in situ structural-functional characterization of different device materials under a variety of environmental conditions with a focus on machine learning techniques for flexible data analysis."
15,10.1021/acsami.3c02071,2023.0,Improving the Stability of Non-fullerene-Based Organic Photovoltaics through Sequential Deposition and Utilization of a Quasi-orthogonal Solvent.,"The development of organic photovoltaic (OPV) devices based on non-fullerene acceptors (NFAs) has led to a rapid improvement in their efficiency. Despite these improvements, significant performance degradation in the early stages of operation, known as burn-in, remains a challenge for NFA-based OPVs. To address this challenge, this study demonstrates a stable NFA-based OPV fabricated using sequential deposition (SqD) and a quasi-orthogonal solvent. The quasi-orthogonal solvent, which is prepared by incorporating 1-chloronaphthalene (1-CN) into dichloromethane (DCM), reduces the vapor pressure of the solvent and allows for the efficient dissolution and penetration of the Y6 (one of efficient NFAs) into a PM6 polymer-donor layer without damaging the latter. The resulting bulk heterojunction (BHJ) is characterized by a higher degree of crystallinity in the PM6 domains than that prepared using a conventional single-step deposition (SD) process. The OPV fabricated using the SqD process exhibits a PCE of 14.1% and demonstrates superior thermal stability to the SD-processed OPV. This study conclusively reveals that the formation of a thermally stable interface between the photoactive layer and the electron-transport layer (ETL) is the primary factor contributing to the high thermal stability observed in the SqD-processed OPV."
16,,1988.0,Studies on the stability of muroctasin and degradation products built under extreme conditions.,"Decomposition of N2-[(N-acetylmuramoyl)-L-alanyl-D-isoglutaminyl]-N6-stearoyl-L-lysine (MDP-Lys(L18), muroctasin) under extreme conditions was investigated. MDP-Lys(L18) in an aqueous solution was heated under reflux for 4 h to give the decomposition products D-1, D-2, D-3 and D-4. Reaction of MDP-Lys(L18) with 0.1N NaOH at room temperature for 5 h gave D-1, and that with 1 N HCl under reflux for 1 h afforded D-4. MDP-Lys(L18) was found to be stable to light and heat. MDP-Lys(L18) in a powder form was stored at room temperature or at 25 degrees C and 75% relative humidity for 3 days to 18 months. Quantitative analysis, thin-layer chromatography, and tests for appearance and color change, etc., were performed in the stored samples. MDP-Lys(L18) was found to be stable, but hygroscopic."
17,,2019.0,Interfaces in organic photovoltaic devices: understanding the degradation mechanisms and improvement of the stability,"Organic photovoltaic (OPV) devices now regularly reach 10% power conversion efficiency, especially now with the development of non-fullerene acceptors. However, those performances are not always very stable and, in order to improve the lifetime of these devices, a deep understanding of the different degradation mechanisms is needed. Degradation pathways are complex and diverse: they can be induced by numerous intrinsic and extrinsic factors which can affect different regions of the device (active materials, interfaces, morphology, etc…). 
In the first part of this presentation, I will specifically focus on the degradation occurring at different interfaces in the multilayer which forms the OPV device. We identified several degradation mechanisms occurring at the bottom interface (ETL/Active layer) as well as at the top interfaces (Active layer/HTL/Electrode). 
In a second part, we studied the potentiality of graftable molecules such as self-assembled monolayers (SAM) to improve the stability of OPV devices. A solution to replace PEDOT:PSS in direct architecture was developed involving a thin layer of P3HT grafted on the ITO. 
These different studies highlight the role of the architecture and, more specifically, of the ETL, HTL and electrode in the stability of OPV devices. They also showed that functionalization of the metal oxides can be a solution to improve the stability of the devices."
18,10.3390/coatings12081071,2022.0,The Role of the Electron Transport Layer in the Degradation of Organic Photovoltaic Cells,"The performance of the electron transport layer (ETL) plays a critical role in extending the operational lifespan of organic photovoltaic devices. ZnO is an excellent electron transport layer used in the printable organic photovoltaic cells. A comparison of Ca and ZnO as the ETL in encapsulated bulk heterojunction OPV devices has been undertaken with the device stability dependence on light soaking, temperature, irradiance, and thermal cycling recorded. It was observed that the OPV devices using Ca ETL decayed faster than the ZnO ETL devices under the same light illumination. The degradation in a Ca ETL device is ascribed to the formation of an insulating calcium oxide layer at the ETL interfaces. Photoluminescence (PL) spectroscopy revealed a higher PL signal for the degraded Ca ETL devices compared to the ZnO ETL devices. Power conversion efficiency (PCE) of the ZnO ETL devices was found to be much more stable than the Ca devices. The PCE for ZnO ETL devices still retained 40% of their initial value while the Ca ETL devices failed completely over the period of 18 days in the study, leading to a clear outcome of the study."
19,10.1021/acsami.4c00056,2024.0,Tuning Surface Defect States in Sputtered Titanium Oxide Electron Transport Layers for Enhanced Stability of Organic Photovoltaics.,"Nonfullerene acceptors (NFAs) have dramatically improved the power conversion efficiency (PCE) of organic photovoltaics (OPV) in recent years; however, their device stability currently remains a bottleneck for further technological progress. Photocatalytic decomposition of nonfullerene acceptor molecules at metal oxide electron transport layer (ETL) interfaces has in several recent reports been demonstrated as one of the main degradation mechanisms for these high-performing OPV devices. While some routes for mitigating such degradation effects have been proposed, e.g., through a second layer integrated on the ETL surface, no clear strategy that complies with device scale-up and application requirements has been presented to date. In this work, it is demonstrated that the development of sputtered titanium oxide layers as ETLs in nonfullerene acceptor based OPV can lead to significantly enhanced device lifetimes. This is achieved by tuning the concentration of defect states at the oxide surface, via the reactive sputtering process, to mitigate the photocatalytic decomposition of NFA molecules at the metal oxide interlayers. Reduced defect state formation at the oxide surface is confirmed through X-ray photoelectron spectroscopy (XPS) studies, while the reduced photocatalytic decomposition of nonfullerene acceptor molecules is confirmed via optical spectroscopy investigations. The PBDB-T:ITIC organic solar cells show power conversion efficiencies of around 10% and significantly enhanced photostability. This is achieved through a reactive sputtering process that is fully scalable and industry compatible."
20,10.1039/C8TA04098B,2018.0,Influence of perfluorinated ionomer in PEDOT:PSS on the rectification and degradation of organic photovoltaic cells,"Poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate) (PEDOT:PSS) is widely used to build optoelectronic devices. However, as a hygroscopic water-based acidic material, it brings major concerns for stability and degradation, resulting in an intense effort to replace it in organic photovoltaic (OPV) devices. In this work, we focus on the perfluorinated ionomer (PFI) polymeric additive to PEDOT:PSS. We demonstrate that it can reduce the relative amplitude of OPV device burn-in, and find two distinct regimes of influence. At low concentrations there is a subtle effect on wetting and work function, for instance, with a detrimental impact on the device characteristics, and above a threshold it changes the electronic and device properties. The abrupt threshold in the conducting polymer occurs for PFI concentrations greater than or equal to the PSS concentration and was revealed by monitoring variations in transmission, topography, work-function, wettability and OPV device characteristics. Below this PFI concentration threshold, the power conversion efficiency (PCE) of OPVs based on poly(3-hexylthiophene-2,5-diyl):[6,6]-phenyl-C61-butyric acid methyl ester (P3HT:PCBM) are impaired largely by low fill-factors due to poor charge extraction. Above the PFI concentration threshold, we recover the PCE before it is improved beyond the pristine PEDOT:PSS layer based OPV devices. Supplementary to the performance enhancement, PFI improves OPV device stability and lifetime. Our degradation study leads to the conclusion that PFI prevents water from diffusing to and from the hygroscopic PEDOT:PSS layer, which slows down the deterioration of the PEDOT:PSS layer and the aluminum electrode. These findings reveal mechanisms and opportunities that should be taken into consideration when developing components to inhibit OPV degradation."
21,10.1021/acsami.4c01154,2024.0,CPE-Na-Based Hole Transport Layers for Improving the Stability in Nonfullerene Organic Solar Cells: A Comprehensive Study,"Organic photovoltaic (OPV) cells have experienced significant development in the last decades after the introduction of nonfullerene acceptor molecules with top power conversion efficiencies reported over 19% and considerable versatility, for example, with application in transparent/semitransparent and flexible photovoltaics. Yet, the optimization of the operational stability continues to be a challenge. This study presents a comprehensive investigation of the use of a conjugated polyelectrolyte polymer (CPE-Na) as a hole layer (HTL) to improve the performance and longevity of OPV cells. Two different fabrication approaches were adopted: integrating CPE-Na with PEDOT:PSS to create a composite HTL and using CPE-Na as a stand-alone bilayer deposited beneath PEDOT:PSS on the ITO substrate. These configurations were compared against a reference device employing PEDOT:PSS alone, as the HTL increased efficiency and fill factor. The instruments with CPE-Na also demonstrated increased stability in the dark and under simulated operational conditions. Device-based PEDOT:PSS as an HTL reached T80 after 2500 h while involving CPE-Na in the device kept at T90 in the same period, evidenced by a reduced degradation rate. Furthermore, the impedance spectroscopy and photoinduced transient methods suggest optimized charge transfer and reduced charge carrier recombination. These findings collectively highlight the potential of CPE-Na as a HTL optimizer material for nonfluorine OPV cells."
22,10.1002/adfm.202213220,2022.0,Laminated Organic Photovoltaic Modules for Agrivoltaics and Beyond: An Outdoor Stability Study of All‐Polymer and Polymer:Small Molecule Blends,"The integration of organic photovoltaic (OPV) modules on greenhouses is an encouraging practice to offset the energy demands of crop growth and provide extra functionality to dedicated farmland. Nevertheless, such OPV devices must meet certain optical and stability requirements to turn net zero energy greenhouse systems a reality. Here a donor:acceptor polymer blend is optimized for its use in laminated devices while matching the optical needs of crops. Optical modeling is performed and a greenhouse figure‐of‐merit is introduced to benchmark the trade‐off between photovoltaic performance and transparency for both chloroplasts and humans. Balanced donor:acceptor ratios result in better‐performing and more thermally stable devices than acceptor‐enriched counterparts. The optimized polymer blend and state‐of‐the‐art polymer:small‐molecule blends are next transferred to 25 cm2 laminated modules processed entirely from solution and in ambient conditions. The modules are mounted on a greenhouse as standalone or 4‐terminal tandem configurations and their outdoor stability is tracked for months. The study reveals degradation modes undetectable under laboratory conditions such as module delamination, which accounts for 10–20% loss in active area. Among the active layers tested, polymer:fullerene blends are the most stable and position as robust light harvesters in future building‐integrated OPV systems."
23,10.1021/acsami.1c12321,2021.0,A Multi-modal Approach to Understanding Degradation of Organic Photovoltaic Materials.,"State-of-the-art organic photovoltaic (OPV) materials are composed of complex, chemically diverse polymeric and molecular structures that form highly intricate solid-state interactions, collectively yielding exceptional tunability in performance and aesthetics. These properties are especially attractive for semitransparent power-generating windows or shades in living environments, greenhouses, or other architectural integrations. However, before such a future is realized, a broader and deeper understanding of property stability must be acquired. Stability during operating and environmental conditions is critical, namely, material color steadfastness, optoelectronic performance retention, morphological rigidity, and chemical robustness. To date, no single investigation encompasses all four distinct, yet interconnected, metrics. Here, we present a multimodal strategy that captures a dynamic and interconnected evolution of each property during the course of an accelerated photobleaching experiment. We demonstrate this approach across relevant length scales (from molecular to visual macroscale) using X-ray photoelectron spectroscopy, grazing-incidence X-ray scattering, microwave conductivity, and time-dependent photobleaching spectroscopies for two high-performance semitransparent OPV blends-PDPP4T:PC60BM and PDPP4T:IEICO-4F, with comparisons to the stabilities of the individual components. We present direct evidence that specific molecular acceptor (fullerene vs nonfullerene) designs and the resulting donor-acceptor interactions lead to distinctly different mechanistic routes that ultimately arrive at what is termed ""OPV degradation."" We directly observe a chemical oxidation of the cyano endcaps of the IEICO-4F that coincides with a morphological change and large loss in photoconductivity while the fullerene acceptor-containing blend demonstrates a significantly greater fraction of oxygen uptake but retains 55% of the photoconductivity. This experimental roadmap provides meaningful guidance for future high-throughput, multimodal studies, benchmarking the sensitivity of the different analytical techniques for assessing stability in printable active layers, independent of complete device architectures."
24,10.1002/advs.202105288,2022.0,Ultrathin and Efficient Organic Photovoltaics with Enhanced Air Stability by Suppression of Zinc Element Diffusion,"Ultrathin (thickness less than 10 µm) organic photovoltaics (OPVs) can be applied to power soft robotics and wearable electronics. In addition to high power conversion efficiency, stability under various environmental stresses is crucial for the application of ultrathin OPVs. In this study, the authors realize highly air‐stable and ultrathin (≈3 µm) OPVs that possess high efficiency (15.8%) and an outstanding power‐per‐weight ratio of 33.8 W g−1. Dynamic secondary‐ion mass spectrometry is used to identify Zn diffusion from the electron transport layer zinc oxide (ZnO) to the interface of photoactive layer; this diffusion results in the degradation of the ultrathin OPVs in air. The suppression of the Zn diffusion by a chelating strategy results in stable ultrathin OPVs that maintain 89.6% of their initial efficiency after storage for 1574 h in air at room temperature under dark conditions and 92.4% of their initial efficiency after annealing for 172 h at 85 °C in air under dark conditions. The lightweight and stable OPVs also possess excellent deformability with 87.3% retention of the initial performance after 5000 cycles of a compressing–stretching test with 33% compression."
