,DOI,Year,Title,Abstract
10,10.1002/adfm.202203487,2022.0,Water‐Insensitive Electron Transport and Photoactive Layers for Improved Underwater Stability of Organic Photovoltaics,"Water ingress is one of the major environmental stresses to cause the degradation of device performance in organic photovoltaic (OPVs) and is one of the major barriers impeding their commercialization. This work demonstrates that combining the use of a nanoparticle titanium dioxide (np‐TiO2) electron transporting layer (ETL) and an all‐polymer bulk heterojunction (BHJ) photoactive layer can endow the derived OPV with a much better water resistivity than the commonly employed zinc oxide (ZnO) ETL or polymer:small molecule BHJ blends. Polymer donors/acceptors are first shown to possess better water‐immersion than the small molecule counterparts. Hence, the all‐polymer blend exhibits the lowest absorbance losses after water immersion among the studied BHJ systems. Furthermore, the result reveals that tailoring the structure of the TiO2 ETL from planar to nanoparticles effectively strengthens the adhesion at the ETL/BHJ interface to prevent physical delamination. Finally, the np‐TiO2/all‐polymer blend (half‐cell) is demonstrated to have superior stability under water immersion, i.e., unchanged morphology and charge carrier transfer, as well as no efficiency changes in the complete cells. This work demonstrates the great potential of the all‐polymer blends and np‐TiO2 ETL for improving the durability of unencapsulated OPVs under high humidity environments and even water immersion."
11,10.3390/coatings12081071,2022.0,The Role of the Electron Transport Layer in the Degradation of Organic Photovoltaic Cells,"The performance of the electron transport layer (ETL) plays a critical role in extending the operational lifespan of organic photovoltaic devices. ZnO is an excellent electron transport layer used in the printable organic photovoltaic cells. A comparison of Ca and ZnO as the ETL in encapsulated bulk heterojunction OPV devices has been undertaken with the device stability dependence on light soaking, temperature, irradiance, and thermal cycling recorded. It was observed that the OPV devices using Ca ETL decayed faster than the ZnO ETL devices under the same light illumination. The degradation in a Ca ETL device is ascribed to the formation of an insulating calcium oxide layer at the ETL interfaces. Photoluminescence (PL) spectroscopy revealed a higher PL signal for the degraded Ca ETL devices compared to the ZnO ETL devices. Power conversion efficiency (PCE) of the ZnO ETL devices was found to be much more stable than the Ca devices. The PCE for ZnO ETL devices still retained 40% of their initial value while the Ca ETL devices failed completely over the period of 18 days in the study, leading to a clear outcome of the study."
12,10.1002/eem2.12381,2022.0,Non‐Fullerene‐Based Inverted Organic Photovoltaic Device with Long‐Term Stability,"In this work, we developed the PM6:Y6‐based inverted structure organic photovoltaic (i‐OPV) with improved power conversion efficiency (PCE) and long‐term stability by resolving the origins of the performance deterioration. The deep defects between the metal oxide‐based electron transport layer and bulk‐heterojunction photoactive layer interface were responsible for suboptimal PCE and facilitated degradation of devices. While the density of deep traps is increased during the storage of i‐OPV, the penetrative oxygen‐containing defects additionally generated shallow traps below the band‐edge of Y6, causing an additional loss in the open‐circuit voltage. The suppression of interfacial defects by chemical modification effectively improved the PCE and long‐term stability of i‐OPV. The modified i‐OPV (mi‐OPV) achieved a PCE of 17.42%, which is the highest value among the reported PM6:Y6‐based i‐OPV devices. Moreover, long‐term stability was significantly improved: ~90% and ~80% retention of its initial PCE after 1200 h of air storage and illumination, respectively."
13,10.21926/jept.2203023,2022.0,Surface Treatment of Flexible Barrier Film for Improved Stability of Organic Photovoltaic Mini Modules,"The lifetime and stability of organic photovoltaics (OPVs) are the key factors that influence the technology used to scale up and commercialize OPVs. High-performing and reliable devices are used to fabricate the devices of choice. Materials and methods that can be used to prevent the degradation of organic materials, enabling better OPV applications, are being increasingly researched in recent years. Herein, we present the surface modification process of a commercial, flexible barrier film based on polyethylene terephthalate (PET). A sol-gel deposition method was used to modify the surface. Two scalable coating techniques, spray- and bar-coating, were investigated as the processing methods. Treated films were optically, morphologically, and topologically characterized. The modification of the barrier film surface increased the surface hydrophobicity of the bar-coated and spray-coated treated films. This was validated by the contact angle measurements. OPV roll-to-roll (R2R) mini-modules with 4.2% power conversion efficiency were fabricated and encapsulated with the treated films. The lifetime and stability were assessed by conducting accelerated aging tests based on the ISOS-D-3 protocol. The spray-coating technique provided a more stable layer than the bar-coating technique, and the lifetime of the OPV modules encapsulated in spray-coated treated barrier films was increased. Surface modification has been demonstrated to be a promising approach for not only improving the barrier film properties (resulting in the improved lifetimes of the modules) but also reducing the extents of reflectance losses in the OPV modules post encapsulation."
14,10.1002/adfm.202406941,2024.0,Unraveling the Impact of Solution Filtration on Organic Solar Cell Stability,"Despite major advances in efficiency, the operational stability of organic photovoltaic (OPV) devices remains poor. Therefore, understanding the degradation mechanisms and identifying potential solutions to improve device stability is critical to enabling the widespread commercialization of OPVs. Herein, simple filtration of the PBDB‐T:ITIC photoactive layer (PAL) solution prior to film deposition is demonstrated to enhance OPV device operational stability without compromising initial device performance. The effect of filtration, a commonly used but poorly understood OPV fabrication step, is investigated using a range of chemical, structural, and optoelectronic methods, on solutions and films. Filtration is found to remove large aggregates from solution without disrupting nanoscale preaggregation, resulting in enhanced acceptor ordering in PBDB‐T:ITIC thin films, significantly improving morphological stability and photostability. This simple and facile method is confirmed to be a general strategy that also works for other PBDB‐T‐containing OPV blends, including Y6‐based systems, and highlights how subtle changes in morphology can result in dramatic differences in operational stability."
15,10.1002/inf2.12554,2024.0,Revealing processing stability landscape of organic solar cells with automated research platforms and machine learning,"We use an automated research platform combined with machine learning to assess and understand the resilience against air and light during production of organic photovoltaic (OPV) devices from over 40 donor and acceptor combinations. The standardized protocol and high reproducibility of the platform results in a dataset of high variety and veracity to deploy machine learning models to encounter links between stability and chemical, energetic, and morphological structure. We find that the strongest predictor for air/light resilience during production is the effective gap Eg,eff which points to singlet oxygen rather than the superoxide anion being the dominant agent in degradation under processing conditions. A similarly good prediction of air/light resilience can also be achieved by considering only features from chemical structure, that is, information which is available prior to any experimentation."
16,10.1021/acsami.4c00056,2024.0,Tuning Surface Defect States in Sputtered Titanium Oxide Electron Transport Layers for Enhanced Stability of Organic Photovoltaics.,"Nonfullerene acceptors (NFAs) have dramatically improved the power conversion efficiency (PCE) of organic photovoltaics (OPV) in recent years; however, their device stability currently remains a bottleneck for further technological progress. Photocatalytic decomposition of nonfullerene acceptor molecules at metal oxide electron transport layer (ETL) interfaces has in several recent reports been demonstrated as one of the main degradation mechanisms for these high-performing OPV devices. While some routes for mitigating such degradation effects have been proposed, e.g., through a second layer integrated on the ETL surface, no clear strategy that complies with device scale-up and application requirements has been presented to date. In this work, it is demonstrated that the development of sputtered titanium oxide layers as ETLs in nonfullerene acceptor based OPV can lead to significantly enhanced device lifetimes. This is achieved by tuning the concentration of defect states at the oxide surface, via the reactive sputtering process, to mitigate the photocatalytic decomposition of NFA molecules at the metal oxide interlayers. Reduced defect state formation at the oxide surface is confirmed through X-ray photoelectron spectroscopy (XPS) studies, while the reduced photocatalytic decomposition of nonfullerene acceptor molecules is confirmed via optical spectroscopy investigations. The PBDB-T:ITIC organic solar cells show power conversion efficiencies of around 10% and significantly enhanced photostability. This is achieved through a reactive sputtering process that is fully scalable and industry compatible."
17,10.1039/d4ta00493k,2024.0,Analyzing the outdoor degradation behavior of organic solar modules in North China,"The outdoor stability of organic solar modules (OSMs) directly determines the success of the organic photovoltaic (OPV) technology, which is critically important but insufficiently studied so far. Here, we perform..."
18,10.1021/acsami.1c12321,2021.0,A Multi-modal Approach to Understanding Degradation of Organic Photovoltaic Materials.,"State-of-the-art organic photovoltaic (OPV) materials are composed of complex, chemically diverse polymeric and molecular structures that form highly intricate solid-state interactions, collectively yielding exceptional tunability in performance and aesthetics. These properties are especially attractive for semitransparent power-generating windows or shades in living environments, greenhouses, or other architectural integrations. However, before such a future is realized, a broader and deeper understanding of property stability must be acquired. Stability during operating and environmental conditions is critical, namely, material color steadfastness, optoelectronic performance retention, morphological rigidity, and chemical robustness. To date, no single investigation encompasses all four distinct, yet interconnected, metrics. Here, we present a multimodal strategy that captures a dynamic and interconnected evolution of each property during the course of an accelerated photobleaching experiment. We demonstrate this approach across relevant length scales (from molecular to visual macroscale) using X-ray photoelectron spectroscopy, grazing-incidence X-ray scattering, microwave conductivity, and time-dependent photobleaching spectroscopies for two high-performance semitransparent OPV blends-PDPP4T:PC60BM and PDPP4T:IEICO-4F, with comparisons to the stabilities of the individual components. We present direct evidence that specific molecular acceptor (fullerene vs nonfullerene) designs and the resulting donor-acceptor interactions lead to distinctly different mechanistic routes that ultimately arrive at what is termed ""OPV degradation."" We directly observe a chemical oxidation of the cyano endcaps of the IEICO-4F that coincides with a morphological change and large loss in photoconductivity while the fullerene acceptor-containing blend demonstrates a significantly greater fraction of oxygen uptake but retains 55% of the photoconductivity. This experimental roadmap provides meaningful guidance for future high-throughput, multimodal studies, benchmarking the sensitivity of the different analytical techniques for assessing stability in printable active layers, independent of complete device architectures."
19,10.1002/admi.202000293,2020.0,Encapsulation Effect on Performance and Stability of Organic Solar Cells,"To increase the lifetime of organic photovoltaic (OPV) devices and pass European lifetime standards, some encapsulation systems are often used to limit the exposition to oxygen and humidity of solar cells. Despite this progress, the damages induced by the encapsulation process are scarcely studied in literature. In this article, the consequences of the common roll‐to‐roll and vacuum lamination approaches are investigated and compared. The losses of performances are first followed induced by both the encapsulation itself and in a damp heat ageing. The vacuum lamination seems harmless for the solar cells. However, a significant damage is evidenced, even with a relatively mild roll‐to‐roll encapsulation. The degradation mechanisms are further investigated by complementary imaging characterization tools: photoluminescence/electroluminescence imaging and spectroscopy, laser‐beam‐induced current mapping, and correlated to J(V) curves. The recent advancements in the optoelectronic domain may allow linking cell performance to localized flaws. It appears that, although the processing conditions are rather homogeneous, the resulting degradation ends up with a strong localization feature."
20,10.1002/aenm.201501407,2015.0,Procedures and Practices for Evaluating Thin‐Film Solar Cell Stability,"During the last few decades, and in some cases only the last few years, novel thin‐film photovoltaic (PV) technologies such as dye‐sensitized solar cells (DSSC), organic solar cells (OPV), and, more recently, perovskite‐based solar cells (PSC) have been growing in maturity with respect to device performance and device stability. Together with new material systems, novel device architectures have also been introduced. Both parameters will have an effect on the overall device stability. In order to improve the understanding of degradation effects and how they can be prevented, stress testing under different conditions is commonly applied. By careful combination of stress factors and thorough analysis of photovoltaic parameter decaying curves, an understanding of the underlying degradation pathways can be gained. With the help of standardized and accelerated stress tests, as described in the ISOS‐protocols, statements concerning application lifetimes can finally be made and compared among different labs. Once a photovoltaic technology has proven long lasting durability, the ultimate barrier for entering the commercial market are the IEC tests, taking a deeper look on overall safety and reliability, not only on durability. Here, the most prominent stress tests are reviewed, discussed and extended with respect to learning the most about photovoltaic device stability."
21,10.1002/adfm.201101047,2011.0,Enhanced Structural Stability and Performance Durability of Bulk Heterojunction Photovoltaic Devices Incorporating Metallic Nanoparticles,"Despite the progress on organic photovoltaic (OPV) performance, the photoactive layer degradation during prolonged solar illumination is still a major obstacle. In this work, an approach to mitigate the degradation pathway related to structural/morphological changes of the photoactive layer occurring upon continuous illumination in air is presented. It is shown, for the first time, that the incorporation of Ag nanoparticles in poly(3‐hexylthiophene) (P3HT) and [6‐6]‐phenyl‐C61‐butyric acid methyl ester bulk heterojunction (BHJ) leads to improved structural and morphological properties of the composite BHJ solar cells and to better photovoltaic (PV) stability after long periods of continuous illumination. This is evidenced by an original approach based on joint in‐situ time‐resolved X‐ray and atomic force microscopy monitoring. Besides the structural stability improvement and reduced photodegradation rate, it is shown that the composite blends exhibit superior PV performance compared to the pristine BHJs. It can be postulated that the incorporation of metallic nanoparticles in the BHJ leads to a dual enhancement, a plasmon absorption mediated effect, causing improved initial cell efficiency, and a structural stability effect giving rise to reduced degradation rate upon prolonged illumination. The results are in favor of the exploitation of polymer–nanoparticle composites as a promising approach to mitigate the aging effects in OPVs."
22,10.1063/5.0025622,2020.0,Outdoor performance of organic photovoltaics at two different locations: A comparison of degradation and the effect of condensation,"Tests on organic photovoltaics (OPV) mini modules, fabricated through a R2R process, in air and without hazardous solvents have been conducted in order to compare their outdoor performance, in Belo Horizonte, Brazil, and Bangor, North Wales, and assess the impact of the latitude and climate of the installation on the power generation and modules' lifetime. The test showed different profiles of degradation for each region and formulation, with a surprisingly faster degradation in Bangor. One of the possible sources of the increased degradation is the greater levels of condensation observed in Bangor. To verify the impact of condensation on the module stability, indoor tests have been conducted to relate the dew point depression to module degradation times. The results show that condensation is a significant stress factor in OPV and should be considered more prominently in reliability studies."
23,10.1039/c9se00811j,2020.0,Thermal degradation related to the PEDOT:PSS hole transport layer and back electrode of the flexible inverted organic photovoltaic module,"The hole transport layer (HTL) and back electrode play a significant role in the stability of the flexible organic photovoltaic (OPV) module. In particular, poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate) (PEDOT:PSS), a widely used hole transport material, is known to be associated with many degrading factors in the OPV field. This study highlights the impact of the PEDOT:PSS layer on thermal stability using a thermal acceleration test of flexible OPV modules with the inverted structure of indium tin oxide/ZnO/photoactive layer/PEDOT:PSS/Ag. The results confirm that thermal degradation of the OPV devices depends on heat temperature, in which the OPV performance degrades by a notable decrease in the open-circuit voltage (Voc) as the temperature increases from 65 °C to 85 °C. Moreover, the stability of Voc is enhanced when the PEDOT:PSS layer is thicker and contains polar solvent DMSO as an additive, suggesting that the thermal degradation can correlate with the properties of the PEDOT:PSS layer. In addition, microscopy images of the active layers show that the surface damage is attributed to a residual solvent of the printed Ag electrode, thereby resulting in a thermally induced drop in the short circuit current density (Jsc). More detailed descriptions are presented in this paper, and the results are expected to offer a comprehensive understanding of the thermal degradation mechanism of OPV modules."
24,,2018.0,Optimization of the interfaces of encapsulated OPV devices,"In order to limit the flexible organic photovoltaic devices degradation induced by moisture andoxygen, the solar cells are encapsulated between two gas-barrier films. Despite the importanceof the encapsulation processes and their potential influence on the initial performances as well asduring aging of the devices, they are scarcely described in the literature. Furthermore, severalfield aging studies showed that mechanical degradation could limit the devices lifetime beforetheir photo-chemical stability became an issue. Thus, adhesion between the different layerscomposing the devices is a critical factor in order to develop flexible OPV devices reliable aftertheir manufacturing and during their use.In this work, two encapsulation protocols were studied: the roll-to-roll lamination of apressure sensitive adhesive and the vacuum lamination of a hotmelt thermoplastic. In order toquantify the adhesion strength of every interface comprised in the samples, the 180° peelingtest mechanical characterization was adapted for and then applied to the flexible devices. Inaddition, non-destructive imaging characterization techniques were developed: the laser-beaminduced-current mapping and the luminescence emission imaging under optical and electricalexcitation. Thank to these techniques, the hypothesis of a mechanical degradation occurringduring the roll-to-roll lamination process was made. Answers allowing for the improvement ofthe interfaces identified as weak were searched for and evaluated with respect to the photovoltaicperformances of the reference devices. The imaging techniques previously developed were alsoapplied along the accelerated aging of encapsulated cells. A mechanism was proposed, whichallows one to explain the localization of the degradation but also the failure type, either opticalor electrical, occurring during each aging step."
25,10.1002/admi.201801763,2019.0,Impact of Initial Bulk‐Heterojunction Morphology on Operational Stability of Polymer:Fullerene Photovoltaic Cells,"Controlling initial bulk‐heterojunction (BHJ) morphology of photoactive layer is critical for device efficiency of organic photovoltaic (OPV) cells. However, its impact on performance, specifically long‐term operational stability is still poorly understood. This is mainly due to limitations in direct measurements enabling in situ monitoring of devices at a molecular level. Here, a thermal annealing preconditioning step is utilized to tune initial morphology of model polymer:fullerene BHJ OPV devices and molecular resonant vibrational spectroscopy to identify in situ degradation pathways. Direct spectroscopic evidence is reported for molecular‐scale phase‐segregation temperature (TPS) which critically determines a boundary in high efficiency and long operational stability. Under operation, initially well‐mixed blend morphology (no annealing) shows interface instability related to the hole‐extracting layer via de‐doping. Likewise, initially phase‐segregated morphology at a molecular level (annealed above TPS) shows instability in the photoactive layer via continuous phase‐segregation between polymer and fullerenes in macroscales, coupled with further fullerene photodegradation. The results confirm that a thermal annealing preconditioning step is essential to stabilize the BHJ morphology; in particular annealing below TPS is critical for improved operational stability while maintaining high efficiency."
26,10.1002/aenm.201502338,2016.0,Compatibility of PTB7 and [70]PCBM as a Key Factor for the Stability of PTB7:[70]PCBM Solar Cells,"The rapid degradation of organic photovoltaic (OPV) devices compared to conventional inorganic solar cells is one of the critical issues that have to be solved in order to make OPV a competitive commercial technology. The understanding of the fundamental mechanisms that reduce the power conversion efficiency (PCE) over time is beneficial for the design of new materials with enhanced stability. This paper focuses on bulk heterojunction organic solar cells based on thieno [3,4‐b] thiophene‐alt‐benzodithiophene (PTB7) mixed with [6,6]‐phenyl‐C71‐butyric acid methyl esther ([70]PCBM). In spite of being promising in terms of PCE, devices based on this blend are unstable and have a short lifetime. When exposed to light in inert atmosphere, the PCE drops by 15% in less than 1 h and by 35% in 8 h; this degradation is induced by the ultraviolet (UV) part of the spectrum. This paper analyzes the effect induced by UV light on the transport of charges in PTB7:[70]PCBM. Contrary to expectations, the electron transport shows evidence of trapping, while the transport of holes appears unaffected. Furthermore, it is proven that the loss of PCE is due to a reaction between PTB7 and [70]PCBM, while the intrinsic instability of the polymer plays a marginal role."
27,10.1002/aenm.201400734,2015.0,Photochemical Transformations in Fullerene and Molybdenum Oxide Affect the Stability of Bilayer Organic Solar Cells,"Thin films of fullerene C60 and molybdenum oxide (MoO3) are ubiquitously used as the electron acceptor material and hole extraction interfacial layer for the fabrication of organic photovoltaic (OPV) cells. It is well known that light exposure induces color changes in MoO3 (photochromism) and the formation of intermolecular bonds between C60 molecules (photopolymerization). The influence of these photoinduced reactions on the long‐term stability of OPV cells, however, has not previously been studied in detail. Here, a study and discussion of the early (<5 days) aging mechanisms occurring in illuminated ITO/MoO3/organic cyanine dye/C60/Alq3/Ag bilayer solar cells under nitrogen atmosphere is presented. A degradation process at the organic heterojunction is identified and the formation of Mo5+ species during illumination is found to adversely affect cell behavior. For these widely used materials, the results suggest that light processing is a first necessary step before OPV characteristics can be meaningfully rated."
