,DOI,Year,Title,Abstract
10,10.1080/15980316.2020.1720835,2020,"Progress of display performances: AR, VR, QLED, and OLED","In 2019, the device performances of the display technologies were largely advanced by the development of new materials and of the device architecture and driving scheme. The recent progress in the areas of virtual reality (VR), augmented reality (AR), quantum dot light-emitting diode (QLED), and organic light-emitting diode (OLED) is comprehensively summarized and discussed in this paper."
11,10.1002/admi.202000928,2020,Highly Transparent and Colorless Nanocellulose/Polyimide Substrates with Enhanced Thermal and Mechanical Properties for Flexible OLED Displays,"Flexible organic light‐emitting diode (OLED) displays have attracted worldwide attention and colorless polyimides (CPIs) are their key substrate materials. However, desirable CPIs are difficult to obtain since the thermal and mechanical properties are sacrificed during CPI production through modification of colored polyimide. Here, a cellulose nanocrystal (CNC)/CPI hybrid substrate with high optical, mechanical, and thermal properties is introduced. Due to the outstanding mechanical and thermal properties of CNCs as well as their strong interfacial interaction with CPI matrix, the sacrificed properties are made up and hybrid substrate is demonstrated strikingly improved thermal properties and mechanical properties with thermal decomposition temperature of 555 °C, upper operating temperature of 320 °C, glass transition temperature of 289 °C, coefficient of thermal expansion of 31.62 ppm K−1, tensile strength of 128 MPa, elastic modulus of 3.72 GPa, and folding capacity of 160 000 times. Particularly, the substrate keeps an excellent transmittance of 86% at 600 nm and it is colorless. The OLED devices built on the hybrid substrates show outstanding performance, which is superior to that of OLED@CPI, and comparable to that of OLED@glass. It is expected that this work will open new avenues for fabricating high‐performance and low‐cost flexible OLED devices."
12,10.1002/adfm.201904588,2019,Printable Semiconductors for Backplane TFTs of Flexible OLED Displays,"Studies on printable semiconductors and technologies have increased rapidly over recent decades, pioneering novel applications in many fields, such as energy, sensing, logic circuits, and information displays. The newest display technologies are already turning to metal oxide semiconductors, i.e., indium gallium zinc oxide, for the improvements needed to drive active matrix organic light‐emitting diodes. Convenience and portability will be realized with flexible and wearable displays in the future. This report summarizes recent progress on the development of solution‐processed thin film transistors, especially those deposited at low temperatures for next‐generation flexible smart displays. The first part provides an overview on the history and current status of displays. Then, recent advances in state‐of‐the‐art solution‐processed transistors based on different semiconductors are presented, including metal oxides, organic materials, perovskites, and carbon nanotubes. Finally, conclusions are drawn and the remaining challenges and future perspectives are discussed."
13,10.1002/marc.201800570,2018,"Thermally Activated Delayed Fluorescent Polymers: Structures, Properties, and Applications in OLED Devices.","Thermally activated delayed fluorescent (TADF) polymers are promising emitting materials to realize highly efficient, large-scale, and low-cost organic light-emitting diodes (OLEDs) since they exhibit various advantages such as heavy-metal-free structures, 100% theoretical internal quantum efficiency, and ease of large-area fabrication through solution process. At present, TADF polymers are still limited in category and complicated in preparation, which hinders their proceeding into industrial application. Besides, a still-too-low quantum efficiency poses a challenge for TADF-polymer-based OLEDs. In this review, different topologies and design strategies of the existing TADF polymers are covered, their structure-property relationships are illustrated, their first applications in OLED devices are discussed, and finally, an outlook of promising design rules for future TADF polymers is provided. The hope is to inspire researchers to develop TADF polymers prepared by easier synthesis strategies and higher external quantum efficiency to promote emitter application."
14,10.1080/15980316.2019.1680452,2020,A prototype active-matrix OLED using graphene anode for flexible display application,"From the very first time that graphene was used as a transparent electrode for OLED applications, the emergence of active-matrix (AM)-graphene OLED displays has been envisioned. Realizing this expectation, however, turned out to be difficult. Two obstacles are the growth and transfer of a large-area graphene film and the patterning of a graphene film into pixels. To solve these problems, a process of patterning a graphene film without surface contamination was developed. The fabrication of OLED panels by the patterned graphene anode on Gen 2(370 × 470 mm)-sized and flexible substrates was successfully demonstrated. In this work, oxide TFT arrays were combined as a switching backplane, and a pixelated graphene OLED was used as an emissive layer, to realize AM-graphene OLED displays. To explore the technical feasibility of flexible AM-graphene OLED displays, the aforementioned components were formed on a flexible substrate. For commercial-level production, all the processes that were used were chosen to be compatible with the conventional display processes."
15,10.1002/jsid.784,2019,High‐efficiency OLED microdisplay with microlens array,"A high‐efficiency organic light‐emitting diode (OLED) microdisplay has been developed with some new technologies including microlens array. We focused on the improvement of the out‐coupling efficiency and achieved three times higher efficiency as compared with conventional OLED. By using our developed technologies, it is possible to improve the maximum luminance from 1600 to 5000 cd/m2 while maintaining same lifetime."
16,10.1002/adfm.201404260,2015,Achieving a Significantly Increased Efficiency in Nondoped Pure Blue Fluorescent OLED: A Quasi‐Equivalent Hybridized Excited State,"Excited state characters and components play a decisive role in photoluminescence (PL) and electroluminescence (EL) properties of organic light‐emitting materials (OLEDS). Charge‐transfer (CT) state is beneficial to enhance the singlet exciton utilizations in fluorescent OLEDs by an activated reverse intersystem crossing process, due to the minimized singlet and triplet energy splitting in CT excitons. However, the dominant CT component in the emissive state significantly reduces the PL efficiency in such materials. Here, the strategy is to carry out a fine excited state modulation, aiming to reach a golden combination of the high PL efficiency locally emissive (LE) component and the high exciton utilizing CT component in one excited state. As a result, a quasi‐equivalent hybridization of LE and CT components is obtained in the emissive state upon the addition of only an extra phenyl ring in the newly synthesized material 4‐[2‐(4′‐diphenylamino‐biphenyl‐4‐yl)‐phenanthro[9,10‐d]imidazol‐1‐yl]‐benzonitrile (TBPMCN), and the nondoped OLED of TBPMCN exhibited a record‐setting performance: a pure blue emission with a Commission Internationale de L'Eclairage coordinate of (0.16, 0.16), a high external quantum efficiency of 7.8%, and a high yield of singlet exciton of 97% without delayed fluorescence phenomenon. The excited state modulation could be a practical way to design low‐cost, high‐efficiency fluorescent OLED materials."
17,10.1021/acs.jpclett.7b02867,2017,Deep-Blue High-Efficiency TTA OLED Using Para- and Meta-Conjugated Cyanotriphenylbenzene and Carbazole Derivatives as Emitter and Host.,"Elaboration of the appropriate host materials proved to be not less important for the fabrication of a highly efficient OLED than the design of emitters. In the present work, we show how by simple variation of molecular structure both blue emitters exhibiting delayed fluorescence and ambipolar high triplet energy hosts can be obtained. The compounds with a para-junction revealed higher thermal stability (TID up to 480 °C), lower ionization potentials (5.51-5.60 eV), exclusively hole transport, and higher photoluminescence quantum efficiencies (0.90-0.97). Meta-linkage leads to ambipolar charge transport and higher triplet energies (2.82 eV). Introduction of the accepting nitrile groups in the para-position induces intensive delayed fluorescence via a triplet-triplet annihilation up-conversion mechanism. By utilization of the para-substituted derivative as an emitter and the meta-substituted isomer as the host, a deep-blue OLED with the external quantum efficiency of 14.1% was fabricated."
18,10.1002/jsid.658,2018,An 18 megapixel 4.3″ 1443 ppi 120 Hz OLED display for wide field of view high acuity head mounted displays,"We developed and fabricated the world's highest resolution (18 megapixel, 1443 ppi) OLED on glass display panel. The design uses a white OLED with color filter structure for high density pixelization and an n‐type LTPS backplane for faster response time than mobile phone displays. A custom high bandwidth driver IC was fabricated. We developed a foveated pixel pipeline appropriate for virtual reality and augmented reality applications, especially mobile systems."
19,10.1002/jsid.663,2018,World's first large size 77‐inch transparent flexible OLED display,"Large flexible organic light‐emitting diode (OLED) display provides various electronic applications such as curved, bendable, rollable, and commercial display, because of its thinness, light weight, and design freedom. In this work, the process flow and key technologies to fabricate the world's first large size 77‐inch transparent flexible OLED display are introduced. “White OLED on TFT + color filter” method is used to fabricate the aforementioned display. On both thin‐film transistor and color filter substrates, transparent polyimide (PI) was used as plastic substrate with multi‐barrier. In case of a transparent flexible display, the multi‐barrier is required for the additional consideration to overcome the decrease of transmittance due to the difference in refractive index of the conventional multi‐barrier. We developed the special multi‐barrier to increase transparency with superior water vapor transition rate characteristic. The optimized amorphous indium gallium zinc oxide thin‐film transistors were employed on the multi‐barrier, and it shows the highly uniform electrical performance and reliability on plastic substrate. Also, the typical panel failure mechanism during laser lift‐off process caused by a particle in PI is studied, and a sacrificial layer was suggested between PI and a carrier glass to reduce the panel failure. Finally, we successfully realized the world's first 77‐inch transparent flexible OLED display with ultra‐high‐definition resolution, which can be rolled up to a radius of 80 mm with a transmittance of 40%."
20,10.1049/iet-cds.2019.0164,2019,Analytical modelling and parameters extraction of multilayered OLED,"This research study investigates electrical performance of the multilayered organic light-emitting diode (OLED) with a focus on the role of charge injection, transport and emission layers. Device parameters; luminescence and current density are extracted using Silvaco ATLAS numerical device simulator and validated through the fabricated experimental results with a minor deviation of 3%. Furthermore, a mathematical model is applied to extract other device parameters such as electric field, charge carrier mobility, concentration and current density. Additionally, the multilayered device architecture is critically analysed through cut line methodology to better comprehend the internal device physics in terms of hole-electron mobility, concentration and their recombination. Subsequently, the performance parameters extracted using analytical model are compared with the results of internal analysis and a close match is observed. These results prove the Poole-Frenkel mobility-dependent behaviour in the OLEDs that varies following electric field. Analyses also highlight high electron and hole concentrations in the vicinity of the emission layer as a reason of high luminescence in the multilayered OLED, directly following the Langevin's theory of recombination in organic semiconductors. These analyses highlight the impact of different layers in the OLEDs and thus open up new horizons to further performance improvement in these devices."
21,10.1080/15980316.2019.1671240,2019,White organic light-emitting diode (OLED) microdisplay with a tandem structure,"Microdisplay is a key technology for realizing augmented reality (AR) and mixed reality (MR) devices, which have attracted much attention of late. Even though the operating voltage in the tandem structure is higher than that in the single structure, 2-stack tandem OLED exhibited 20,000 cd/m2 at 9 V, which is compatible with CMOS circuit driving. Due to its top-emitting geometry with a tandem structure, the OLED device with a well-controlled thickness exhibited a white spectrum with (0.26, 0.26) color coordinates. The pixel density of the fabricated microdisplay panel with a white tandem OLED was about 2350 pixels per inch, and the active area of the panel was 0.7 inch diagonally. The resolution of the panel was 1280 × 1024, corresponding to SXGA, and the maximal luminance was 3,000 cd/m2."
22,10.1021/acsami.5b11895,2016,Balance the Carrier Mobility To Achieve High Performance Exciplex OLED Using a Triazine-Based Acceptor.,"A star-shaped 1,3,5-triazine/cyano hybrid molecule CN-T2T was designed and synthesized as a new electron acceptor for efficient exciplex-based OLED emitter by mixing with a suitable electron donor (Tris-PCz). The CN-T2T/Tris-PCz exciplex emission shows a high ΦPL of 0.53 and a small ΔET-S = -0.59 kcal/mol, affording intrinsically efficient fluorescence and highly efficient exciton up-conversion. The large energy level offsets between Tris-PCz and CN-T2T and the balanced hole and electron mobility of Tris-PCz and CN-T2T, respectively, ensuring sufficient carrier density accumulated in the interface for efficient generation of exciplex excitons. Employing a facile device structure composed as ITO/4% ReO3:Tris-PCz (60 nm)/Tris-PCz (15 nm)/Tris-PCz:CN-T2T(1:1) (25 nm)/CN-T2T (50 nm)/Liq (0.5 nm)/Al (100 nm), in which the electron-hole capture is efficient without additional carrier injection barrier from donor (or acceptor) molecule and carriers mobilities are balanced in the emitting layer, leads to a highly efficient green exciplex OLED with external quantum efficiency (EQE) of 11.9%. The obtained EQE is 18% higher than that of a comparison device using an exciplex exhibiting a comparable ΦPL (0.50), in which TCTA shows similar energy levels but higher hole mobility as compared with Tris-PCz. Our results clearly indicate the significance of mobility balance in governing the efficiency of exciplex-based OLED. Exploiting the Tris-PCz:CN-T2T exciplex as the host, we further demonstrated highly efficient yellow and red fluorescent OLEDs by doping 1 wt % Rubrene and DCJTB as emitter, achieving high EQE of 6.9 and 9.7%, respectively."
23,10.2174/1872212113666190409151647,2019,"Characteristic Performance of OLED Based on Hole Injection, Transport and Blocking Layers","

Organic Light Emitting Diodes have emerged as a potential candidate for
being used as the display because of their remarkable performance. In the past decade, a lot of interest
was shown in their development and improvement. Scientists utilized different methods for
enhancing their performance which included the change in OLEDs architecture. Different supporting
layers (charge injection, transportation and blocking) are added in the architecture to enhance
the performance of OLED. Some of the patents related to the application of the OLED have also
been reviewed to observe the utilization of the present work in those applications.



The motive of this research article is to analyze impacts the impact of different layers on
the performance of OLED.



The objective is achieved by systematically analyzing the impact of different layers on
the OLED. The analysis commenced by investigating the properties of the basic OLED consisting
of the emission layer only. Thereafter, in succession different supporting layers are added to the
OLED architecture. Subsequently, after adding each layer, OLED device is analyzed and its properties
are determined. Finally, the performance of different layers is compared.



The outcome of the above research study shows that these supporting layers are significantly
able to enhance the performance of the OLED. Step by step layers are added to the architecture
and enhancement in the performance is observed. There is an improvement of 13% to 38% not
over the basic OLED architecture, but over the multilayered OLED device, which is already far
better than the basic OLED.



Therefore, from the analyses, it can be concluded that the different layers are significant
for the OLED architecture and improve the performance of the OLED considerably.
"
24,10.1021/jo502296z,2015,"Synthesis, Characterization, Physical Properties, and OLED Application of Single BN-Fused Perylene Diimide.","It is very challenging to introduce azaborine into an electron-deficient arene system because of unfavorable intramolecular electrophilic borylation reaction. In this report, we adopted a straightforward methodology to construct a large BN-embedded π-system based on perylene diimide (PDI), which is the first BN-annulation example with highly electron-withdrawing polycyclic aromatic hydrocarbons. The physical properties of the as-prepared N,N-dicyclohexyl-1-aza-12-bora-benzoperylene diimide (PDI-1BN) have been fully studied, and its sensing behavior to fluoride ion as well as its OLED performance was also investigated."
25,10.1557/ADV.2019.62,2019,OLED Manufacturing on Flexible Substrates Towards Roll-to-Roll,"Large area lighting OLEDs manufactured in a Roll-to-Roll (R2R) fashion enable the well-longed production capability with considerably high throughput based on flexible substrates, hence largely reduced OLED manufacturing cost. This paper will outline the present status of R2R OLED fabrication on ultra-thin glass with the focus on transparent OLED devices and how to perform segmentation by printing of silver- and dielectric pastes. Ultra-thin glass (UTG) is laminated on a PET film to avoid fabrication interruptions when glass cracks occur during the Roll-to-Roll process. The R2R fabricated flexible OLEDs also show key-values comparable to conventional OLEDs fabricated on small rigid glass in lab-scale."
26,10.1364/OE.25.033643,2017,Ambient contrast ratio of LCDs and OLED displays,"We systematically analyze the ambient contrast ratio (ACR) of liquid crystal displays (LCDs) and organic light-emitting diode (OLED) displays for smartphones, TVs, and public displays. The influencing factors such as display brightness, ambient light illuminance, and surface reflection are investigated in detail. At low ambient light conditions, high static contrast ratio plays a key role for ACR. As the ambient light increases, high brightness gradually takes over. These quantitative results set important guidelines for future display optimization. Meanwhile, to improve an OLED’s ACR at large oblique angles, we propose a new broadband and wide-view circular polarizer consisting of one linear polarizer and two biaxial films. Good performance is realized."
27,10.1002/adfm.201505106,2016,"Full‐Color Delayed Fluorescence Materials Based on Wedge‐Shaped Phthalonitriles and Dicyanopyrazines: Systematic Design, Tunable Photophysical Properties, and OLED Performance","Purely organic light‐emitting materials, which can harvest both singlet and triplet excited states to offer high electron‐to‐photon conversion efficiencies, are essential for the realization of high‐performance organic light‐emitting diodes (OLEDs) without using precious metal elements. Donor–acceptor architectures with an intramolecular charge‐transfer excited state have been proved to be a promising system for achieving these requirements through a mechanism of thermally activated delayed fluorescence (TADF). Here, luminescent wedge‐shaped molecules, which comprise a central phthalonitrile or 2,3‐dicyanopyrazine acceptor core coupled with various donor units, are reported as TADF emitters. This set of materials allows systematic fine‐tuning of the band gap and exhibits TADF emissions that cover the entire visible range from blue to red. Full‐color TADF‐OLEDs with high maximum external electroluminescence quantum efficiencies of up to 18.9% have been demonstrated by using these phthalonitrile and 2,3‐dicyanopyrazine‐based TADF emitters."
28,10.1002/jsid.628,2018,Development of 55” 4K UHD OLED TV employing the internal gate IC with high reliability and short channel IGZO TFTs,"We investigated oxide TFT backplane technology to employ the internal gate driver IC (GIP circuit) on 55” 4K OLED TV panel. For the GIP circuit, we developed the high reliability oxide TFTs, especially only ∆0.4 V Vth degradation under 100‐h long‐term PBTS stress and the short channel length TFTs (L = 4.5um) for narrow bezel. Consequently, we demonstrated the 55‐in 4K OLED TV employing the internal gate IC with high reliability and short channel IGZO TFTs."
29,10.3390/molecules22091522,2017,Triarylborane-Based Materials for OLED Applications,"Multidisciplinary research on organic fluorescent molecules has been attracting great interest owing to their potential applications in biomedical and material sciences. In recent years, electron deficient systems have been increasingly incorporated into fluorescent materials. Triarylboranes with the empty p orbital of their boron centres are electron deficient and can be used as strong electron acceptors in conjugated organic fluorescent materials. Moreover, their applications in optoelectronic devices, energy harvesting materials and anion sensing, due to their natural Lewis acidity and remarkable solid-state fluorescence properties, have also been investigated. Furthermore, fluorescent triarylborane-based materials have been commonly utilized as emitters and electron transporters in organic light emitting diode (OLED) applications. In this review, triarylborane-based small molecules and polymers will be surveyed, covering their structure-property relationships, intramolecular charge transfer properties and solid-state fluorescence quantum yields as functional emissive materials in OLEDs. Also, the importance of the boron atom in triarylborane compounds is emphasized to address the key issues of both fluorescent emitters and their host materials for the construction of high-performance OLEDs."
30,10.1002/chem.201800974,2018,Acquiring High-Performance Deep-Blue OLED Emitters through an Unexpected Blueshift Color-Tuning Effect Induced by Electron-Donating -OMe Substituents.,"A series of blue-emissive 7-(diphenylamino)-4-phenoxycoumarin derivatives bearing -CF3 , -OMe, or -N(Me)2 substituents on the phenoxy subunit were synthesized. Although both the -CF3 and -N(Me)2 modifications were found to trigger redshifted fluorescence, the -OMe substitution was demonstrated to exert an unexpected blueshift color-tuning effect toward the deep-blue region. The reason is that the moderate electron-donating -OMe group can endow coumarins with unaltered HOMO but elevated LUMO energy levels. Moreover, the -OMe substitution was found to be beneficial to the thermal stability of these coumarins. Therefore, the trimethoxy-substituted objective compound can act as a high-performance deep-blue organic light-emitting diode (OLED) emitter, and OLED based on it emits deep-blue light with CIE coordinates of (0.148, 0.084), maximum luminance of 7800 cd m-2 , and maximum external quantum efficiency of 5.1 %. These results not only shed light on the molecular design strategy for high-performance deep-blue OLED emitters through color-tuning, but also show the perspective of coumarin derivatives as deep-blue OLED emitters."
31,10.1002/adom.201600843,2017,Significant Enhancement of Blue OLED Performances through Molecular Engineering of Pyrimidine‐Based Emitter,"Although pyrimidine‐based emitters are one of the most promising classes of compounds, a structure–property relationship for an effective molecular design strategy has not yet been elucidated. In this study, the authors develop three types of blue pyrimidine emitters for high‐performance thermally activated delayed fluorescence (TADF) organic light‐emitting devices (OLEDs). 2,4,6‐triphenylpyrimidine is used as an acceptor, and tri‐ or penta‐substituted acridine as a donor unit for the blue TADF emitters. The authors investigate the effects of the nitrogen position on the photophysical properties and OLED performances, and develop a blue device with a high external quantum efficiency close to 25%. The device performances are among the best so far for blue TADF OLEDs."
32,10.1109/JPHOT.2018.2877196,2018,Device Characteristics of Top-Emitting Organic Light-Emitting Diodes Depending on Anode Materials for CMOS-Based OLED Microdisplays,"We investigated the optical reflectance, surface roughness, and sheet resistance of aluminum (Al)/titanium nitride (TiN), titanium (Ti), and tungsten (W) layers on Si substrates, which are available in the CMOS foundry, for organic light-emitting diode (OLED) microdisplays. The devices with different metal anode layers exhibited different hole-injection properties and OLED performances, owing to the different optical and electrical properties of metal anode layers. Based on the OLED characteristics, the Al/TiN layer was selected as an anode layer for OLED microdisplays. A green monochromatic OLED microdisplay panel was designed and implemented using the 0.11-μm CMOS process. The density of pixels was ∼2 351 pixels per inch and the panel's active area was 0.7 in in diagonal. The resolution of the panel was 1 280 × 3 × 1 024, corresponding to SXGA. The panel was successfully operated, and the maximal luminance was ∼460 cd/m2."
