,DOI,Year,Title,Abstract
10,10.1002/smsc.202100107,2022.0,High‐Voltage Electrolyte Chemistry for Lithium Batteries,"Lithium batteries are currently the most popular and promising energy storage system, but the current lithium battery technology can no longer meet people's demand for high energy density devices. Increasing the charge cutoff voltage of a lithium battery can greatly increase its energy density. However, as the voltage increases, a series of unfavorable factors emerges in the system, causing the rapid failure of lithium batteries. To overcome these problems and extend the life of high‐voltage lithium batteries, electrolyte modification strategies have been widely adopted. Under this content, this review first introduces the degradation mechanism of lithium batteries under high cutoff voltage, and then presents an overview of the recent progress in the modification of high‐voltage lithium batteries using electrolyte modification strategies. Finally, the future direction of high‐voltage lithium battery electrolytes is also proposed."
11,10.1002/adma.202003666,2021.0,Advances in Lithium–Sulfur Batteries: From Academic Research to Commercial Viability,"Lithium‐ion batteries, which have revolutionized portable electronics over the past three decades, were eventually recognized with the 2019 Nobel Prize in chemistry. As the energy density of current lithium‐ion batteries is approaching its limit, developing new battery technologies beyond lithium‐ion chemistry is significant for next‐generation high energy storage. Lithium–sulfur (Li–S) batteries, which rely on the reversible redox reactions between lithium and sulfur, appears to be a promising energy storage system to take over from the conventional lithium‐ion batteries for next‐generation energy storage owing to their overwhelming energy density compared to the existing lithium‐ion batteries today. Over the past 60 years, especially the past decade, significant academic and commercial progress has been made on Li–S batteries. From the concept of the sulfur cathode first proposed in the 1960s to the current commercial Li–S batteries used in unmanned aircraft, the story of Li–S batteries is full of breakthroughs and back tracing steps. Herein, the development and advancement of Li–S batteries in terms of sulfur‐based composite cathode design, separator modification, binder improvement, electrolyte optimization, and lithium metal protection is summarized. An outlook on the future directions and prospects for Li–S batteries is also offered."
12,10.1021/ACSENERGYLETT.0C02584,2021.0,Opportunities and Challenges of Lithium Ion Batteries in Automotive Applications,Lithium ion batteries (LIBs) have transformed the consumer electronics (CE) sector and are beginning to power the electrification of the automotive sector. The unique requirements of the vehicle ap...
13,10.1002/aenm.202101126,2021.0,Fast Charging of Lithium‐Ion Batteries: A Review of Materials Aspects,"Fast charging is considered to be a key requirement for widespread economic success of electric vehicles. Current lithium‐ion batteries (LIBs) offer high energy density enabling sufficient driving range, but take considerably longer to recharge than traditional vehicles. Multiple properties of the applied anode, cathode, and electrolyte materials influence the fast‐charging ability of a battery cell. In this review, the physicochemical basics of different material combinations are considered in detail, identifying the transport of lithium inside the electrodes as the crucial rate‐limiting steps for fast‐charging. Lithium diffusion within the active materials inherently slows down the charging process and causes high overpotentials. In addition, concentration polarization by slow lithium‐ion transport within the electrolyte phase in the porous electrodes also limits the charging rate. Both kinetic effects are responsible for lithium plating observed on graphite anodes. Conclusions drawn from potential and concentration profiles within LIB cells are complemented by extensive literature surveys on anode, cathode, and electrolyte materials—including solid‐state batteries. The advantages and disadvantages of typical LIB materials are analyzed, resulting in suggestions for optimum properties on the material and electrode level for fast‐charging applications. Finally, limitations on the cell level are discussed briefly as well."
14,10.1002/advs.201903088,2020.0,Progress and Perspective of Ceramic/Polymer Composite Solid Electrolytes for Lithium Batteries,"Solid composite electrolytes (SCEs) that combine the advantages of solid polymer electrolytes (SPEs) and inorganic ceramic electrolytes (ICEs) present acceptable ionic conductivity, high mechanical strength, and favorable interfacial contact with electrodes, which greatly improve the electrochemical performance of all‐solid‐state batteries compared to single SPEs and ICEs. However, there are many challenges to overcome before the practical application of SCEs, including the low ionic conductivity less than 10−3 S cm−1 at ambient temperature, poor interfacial stability, and high interfacial resistance, which greatly restrict the room temperature performance. Herein, the advances of SCEs applied in all‐solid‐state lithium batteries are presented, including the Li ion migration mechanism of SCEs, the strategies to enhance the ionic conductivity of SCEs by various morphologies of ICEs, and construction methods of the low resistance and stable interfaces of SCEs with both cathode and anode. Finally, some typical applications of SCEs in lithium batteries are summarized and future development directions are prospected. This work presents how it is quite significant to further enhance the ionic conductivity of SCEs by developing the novel SPEs with the special morphology of ICEs for advanced all‐solid‐state lithium batteries."
15,10.1002/advs.202101111,2021.0,Confronting the Challenges in Lithium Anodes for Lithium Metal Batteries,"With the low redox potential of −3.04 V (vs SHE) and ultrahigh theoretical capacity of 3862 mAh g−1, lithium metal has been considered as promising anode material. However, lithium metal battery has ever suffered a trough in the past few decades due to its safety issues. Over the years, the limited energy density of the lithium‐ion battery cannot meet the growing demands of the advanced energy storage devices. Therefore, lithium metal anodes receive renewed attention, which have the potential to achieve high‐energy batteries. In this review, the history of the lithium anode is reviewed first. Then the failure mechanism of the lithium anode is analyzed, including dendrite, dead lithium, corrosion, and volume expansion of the lithium anode. Further, the strategies to alleviate the lithium anode issues in recent years are discussed emphatically. Eventually, remaining challenges of these strategies and possible research directions of lithium‐anode modification are presented to inspire innovation of lithium anode."
16,10.1002/sus2.4,2021.0,A perspective on sustainable energy materials for lithium batteries,"Lithium ion battery has achieved great success in portable electronics and even recently electronic vehicles since its commercialization in 1990s. However, lithium‐ion batteries are confronted with several issues in terms of the sustainable development such as the high price of raw materials and electronic products, the emerging safety accidents, etc. The recent progresses are herein emphasized on lithium batteries for energy storage to clearly understand the sustainable energy chemistry and emerging energy materials. The Perspective presents novel lithium‐ion batteries developed with the aims of enhancing the electrochemical performance and sustainability of energy storage systems. First, revolutionary material chemistries, including novel low‐cobalt cathode, organic electrode, and aqueous electrolyte, are discussed. Then, the characteristics of safety performance are analyzed and strategies to enhance safety are subsequently evaluated. Battery recycling is considered as the key factor for a sustainable society and related technologies are present as well. Finally, conclusion and outlook are drawn to shed lights on the further development of sustainable lithium‐ion batteries."
17,10.1002/adma.201902029,2019.0,Intermolecular Chemistry in Solid Polymer Electrolytes for High‐Energy‐Density Lithium Batteries,"Solid polymer electrolytes (SPEs) have aroused wide interest in lithium batteries because of their sufficient mechanical properties, superior safety performances, and excellent processability. However, ionic conductivity and high‐voltage compatibility of SPEs are still yet to meet the requirement of future energy‐storage systems, representing significant barriers to progress. In this regard, intermolecular interactions in SPEs have attracted attention, and they can significantly impact on the Li+ motion and frontier orbital energy level of SPEs. Recent advances in improving electrochemcial performance of SPEs are reviewed, and the underlying mechanism of these proposed strategies related to intermolecular interaction is discussed, including ion–dipole, hydrogen bonds, π–π stacking, and Lewis acid–base interactions. It is hoped that this review can inspire a deeper consideration on this critical issue, which can pave new pathway to improve ionic conductivity and high‐voltage performance of SPEs."
18,,2021.0,Fundamentals and application of lithium ion batteries in electric drive vehicles [PDF],"Rechargeable Lithium BatteriesLithium-Ion Batteries: Basics and ApplicationsFundamentals and Applications of Lithium-ion Batteries in Electric Drive VehiclesRedox Flow BatteriesGraphene and Carbon Nanotubes for Advanced Lithium Ion BatteriesStructure-property Relationships of Lithium ThiophosphatesLithium BatteriesLithium-Ion SupercapacitorsAdvanced Materials for Sodium Ion StorageSimulation of Battery SystemsNanomaterials for Lithium-ion BatteriesCarbon NanofibersLithium-Ion Batteries and Solar CellsLead-Acid Battery TechnologiesMathematical Modeling of Lithium BatteriesFundamentals and Applications of Lithium-ion Batteries in Electric Drive VehiclesFundamentals and Applications of Lithium-ion Batteries in Electric Drive VehiclesMetal-Air BatteriesPrinciples and Applications of Lithium Secondary BatteriesElectrochemical Power Sources: Fundamentals, Systems, and ApplicationsHandbook of Battery MaterialsAll Solid State Thin-Film Lithium-Ion BatteriesLithium Ion BatteriesNanomaterials for Lithium-Ion BatteriesThe Lithium Air BatteryFunctional Materials For Next-generation Rechargeable BatteriesMetal-Air and Metal-Sulfur BatteriesHigh Energy Density Lithium BatteriesLithium Process ChemistryElectrochemical Power Sources: Fundamentals, Systems, and ApplicationsRechargeable Lithium-Ion BatteriesLithium-Ion BatteriesRedox Flow BatteriesLithium BatteriesLithium Ion Rechargeable BatteriesPolymer ElectrolytesLithium BatteriesFundamentals of Ionic LiquidsLithium Compounds in Organic SynthesisLithium-Ion Batteries"
19,10.1021/CR020731C,2004.0,Lithium batteries and cathode materials.,"In the previous paper Ralph Brodd and Martin Winter described the different kinds of batteries and fuel cells. In this paper I will describe lithium batteries in more detail, building an overall foundation for the papers that follow which describe specific components in some depth and usually with an emphasis on the materials behavior. The lithium battery industry is undergoing rapid expansion, now representing the largest segment of the portable battery industry and dominating the computer, cell phone, and camera power source industry. However, the present secondary batteries use expensive components, which are not in sufficient supply to allow the industry to grow at the same rate in the next decade. Moreover, the safety of the system is questionable for the large-scale batteries needed for hybrid electric vehicles (HEV). Another battery need is for a high-power system that can be used for power tools, where only the environmentally hazardous Ni/ Cd battery presently meets the requirements. A battery is a transducer that converts chemical energy into electrical energy and vice versa. It contains an anode, a cathode, and an electrolyte. The anode, in the case of a lithium battery, is the source of lithium ions. The cathode is the sink for the lithium ions and is chosen to optimize a number of parameters, discussed below. The electrolyte provides for the separation of ionic transport and electronic transport, and in a perfect battery the lithium ion transport number will be unity in the electrolyte. The cell potential is determined by the difference between the chemical potential of the lithium in the anode and cathode, ∆G ) -EF. As noted above, the lithium ions flow through the electrolyte whereas the electrons generated from the reaction, Li ) Li+ + e-, go through the external circuit to do work. Thus, the electrode system must allow for the flow of both lithium ions and electrons. That is, it must be both a good ionic conductor and an electronic conductor. As discussed below, many electrochemically active materials are not good electronic conductors, so it is necessary to add an electronically conductive material such as carbon * To whom correspondence should be addressed. Phone and fax: (607) 777-4623. E-mail: stanwhit@binghamton.edu. 4271 Chem. Rev. 2004, 104, 4271−4301"
20,10.1002/aenm.202003836,2021.0,"Single‐Ion Conducting Polymer Electrolytes for Solid‐State Lithium–Metal Batteries: Design, Performance, and Challenges","Realizing solid‐state lithium batteries with higher energy density and enhanced safety compared to the conventional liquid lithium‐ion batteries is one of the primary research and development goals set for next‐generation batteries in this decade. In this regard, polymer electrolytes have been widely researched as solid electrolytes due to their excellent processability, flexibility, and low weight. With high cationic transference numbers (tLi+ close to 1), single‐ion conducting polymer electrolytes (SICPEs) have tremendous advantages compared to polymer electrolyte systems (tLi+ < 0.4) because of their potential to reduce the buildup of ion concentration gradients and suppress growth of lithium dendrites. The current review covers the fundamentals of SICPEs, including anionic unit synthesis, polymer structure design, and film fabrication, along with simulation and experimental results in solid‐state lithium–metal battery applications. A perspective on current challenges, possible solutions, and potential research directions of SICPEs is also discussed to provide the research community with the critical technical aspects that may advance SICPEs as solid electrolytes in next‐generation energy storage systems."
21,10.1002/anie.200702505,2008.0,Nanomaterials for rechargeable lithium batteries.,"Energy storage is more important today than at any time in human history. Future generations of rechargeable lithium batteries are required to power portable electronic devices (cellphones, laptop computers etc.), store electricity from renewable sources, and as a vital component in new hybrid electric vehicles. To achieve the increase in energy and power density essential to meet the future challenges of energy storage, new materials chemistry, and especially new nanomaterials chemistry, is essential. We must find ways of synthesizing new nanomaterials with new properties or combinations of properties, for use as electrodes and electrolytes in lithium batteries. Herein we review some of the recent scientific advances in nanomaterials, and especially in nanostructured materials, for rechargeable lithium-ion batteries."
22,10.1002/aenm.202100748,2021.0,Unlocking the Failure Mechanism of Solid State Lithium Metal Batteries,"Solid‐state lithium metal batteries are regarded to be the ultimate choice for future energy storage systems due to their high theoretical energy density and safety. However, the practical applications of solid‐state batteries are hindered by severe interfacial issues, such as high interfacial resistance, inferior electro‐/chemical compatibility, as well as poor stability. Moreover, lithium dendrite growth and mechanical degradation caused by interfacial stress during repeated cycling induce the failure of a working solid‐state battery. Therefore, understanding the failure mechanism of a solid‐state lithium battery is imperative and significant to construct a better interface for a safe solid‐state lithium battery. In this review, the current fundamental understanding of the impact of the lithium/solid‐state electrolyte interface on the solid‐state ionics and interfacial chemistry are introduced first. The failure mechanisms underlying electrical, chemical, electrochemical, and mechanical aspects of solid‐state lithium batteries are summarized. The emerging perspectives regarding future research directions are also included. This sheds fresh light on the rational construction of high‐efficiency solid‐state lithium batteries."
23,10.1002/anie.201703772,2018.0,"From Lithium-Ion to Sodium-Ion Batteries: Advantages, Challenges, and Surprises.","Mobile and stationary energy storage by rechargeable batteries is a topic of broad societal and economical relevance. Lithium-ion battery (LIB) technology is at the forefront of the development, but a massively growing market will likely put severe pressure on resources and supply chains. Recently, sodium-ion batteries (SIBs) have been reconsidered with the aim of providing a lower-cost alternative that is less susceptible to resource and supply risks. On paper, the replacement of lithium by sodium in a battery seems straightforward at first, but unpredictable surprises are often found in practice. What happens when replacing lithium by sodium in electrode reactions? This review provides a state-of-the art overview on the redox behavior of materials when used as electrodes in lithium-ion and sodium-ion batteries, respectively. Advantages and challenges related to the use of sodium instead of lithium are discussed."
24,10.1149/1.1837571,1997.0,Phospho‐olivines as Positive‐Electrode Materials for Rechargeable Lithium Batteries,"Reversible extraction of lithium from (triphylite) and insertion of lithium into at 3.5 V vs. lithium at 0.05 mA/cm2 shows this material to be an excellent candidate for the cathode of a low‐power, rechargeable lithium battery that is inexpensive, nontoxic, and environmentally benign. Electrochemical extraction was limited to ~0.6 Li/formula unit; but even with this restriction the specific capacity is 100 to 110 mAh/g. Complete extraction of lithium was performed chemically; it gave a new phase, , isostructural with heterosite, . The framework of the ordered olivine is retained with minor displacive adjustments. Nevertheless the insertion/extraction reaction proceeds via a two‐phase process, and a reversible loss in capacity with increasing current density appears to be associated with a diffusion‐limited transfer of lithium across the two‐phase interface. Electrochemical extraction of lithium from isostructural (M = Mn, Co, or Ni) with an electrolyte was not possible; but successful extraction of lithium from was accomplished with maximum oxidation of the occurring at x = 0.5. The couple was oxidized first at 3.5 V followed by oxidation of the couple at 4.1 V vs. lithium. The interactions appear to destabilize the level and stabilize the level so as to make the energy accessible."
25,10.1021/acsnano.9b04365,2020.0,Electrode Degradation in Lithium-Ion Batteries.,"Although Li-ion batteries have emerged as the battery of choice for electric-drive vehicles and large-scale smart grids, significant research efforts are devoted to identifying materials that offer higher energy density, longer cycle life, lower cost, and/or improved safety compared with conventional Li ion batteries based on intercalation electrodes. By moving beyond intercalation chemistry, gravimetric capacities that are two-to-five times higher than conventional intercalation materials (e.g., LiCoO2 and graphite) can be achieved. The transition to higher-capacity electrode materials in commercial applications is complicated by several factors. This Review highlights the developments of electrode materials and characterization tools for rechargeable lithium-ion batteries, with a focus on the structural and electrochemical degradation mechanisms that plague these systems."
26,10.1039/c7cs00863e,2020.0,Guidelines and trends for next-generation rechargeable lithium and lithium-ion batteries.,"Commercial lithium-ion (Li-ion) batteries suffer from low energy density and do not meet the growing demands of the energy storage market. Therefore, building next-generation rechargeable Li and Li-ion batteries with higher energy densities, better safety characteristics, lower cost and longer cycle life is of outmost importance. To achieve smaller and lighter next-generation rechargeable Li and Li-ion batteries that can outperform commercial Li-ion batteries, several new energy storage chemistries are being extensively studied. In this review, we summarize the current trends and provide guidelines towards achieving this goal, by addressing batteries using high-voltage cathodes, metal fluoride electrodes, chalcogen electrodes, Li metal anodes, high-capacity anodes as well as useful electrolyte solutions. We discuss the choice of active materials, practically achievable energy densities and challenges faced by the respective battery systems. Furthermore, strategies to overcome remaining challenges for achieving energy characteristics are addressed in the hope of providing a useful and balanced assessment of current status and perspectives of rechargeable Li and Li-ion batteries."
27,10.33961/jecst.2019.00528,2020.0,Modeling and Applications of Electrochemical Impedance Spectroscopy (EIS) for Lithium-ion Batteries,"As research on secondary batteries becomes important, interest in analytical methods to examine the condition of secondary batteries is also increasing. Among these methods, the electrochemical impedance spectroscopy (EIS) method is one of the most attractive diagnostic techniques due to its convenience, quickness, accuracy, and low cost. However, since the obtained spectra are complicated signals representing several impedance elements, it is necessary to understand the whole electrochemical environment for a meaningful analysis. Based on the understanding of the whole system, the circuit elements constituting the cell can be obtained through construction of a physically sound circuit model. Therefore, this mini-review will explain how to construct a physically sound circuit model according to the characteristics of the battery cell system and then introduce the relationship between the obtained resistances of the bulk (Rb), charge transfer reaction (Rct), interface layer (RSEI), diffusion process (W) and battery characteristics, such as the state of charge (SOC), temperature, and state of health (SOH)."
28,10.1021/acs.chemrev.9b00609,2020.0,"Lithium-Oxygen Batteries and Related Systems: Potential, Status, and Future.","The goal of limiting global warming to 1.5 °C requires a drastic reduction in CO2 emissions across many sectors of the world economy. Batteries are vital to this endeavor, whether used in electric vehicles, to store renewable electricity, or in aviation. Present lithium-ion technologies are preparing the public for this inevitable change, but their maximum theoretical specific capacity presents a limitation. Their high cost is another concern for commercial viability. Metal-air batteries have the highest theoretical energy density of all possible secondary battery technologies and could yield step changes in energy storage, if their practical difficulties could be overcome. The scope of this review is to provide an objective, comprehensive, and authoritative assessment of the intensive work invested in nonaqueous rechargeable metal-air batteries over the past few years, which identified the key problems and guides directions to solve them. We focus primarily on the challenges and outlook for Li-O2 cells but include Na-O2, K-O2, and Mg-O2 cells for comparison. Our review highlights the interdisciplinary nature of this field that involves a combination of materials chemistry, electrochemistry, computation, microscopy, spectroscopy, and surface science. The mechanisms of O2 reduction and evolution are considered in the light of recent findings, along with developments in positive and negative electrodes, electrolytes, electrocatalysis on surfaces and in solution, and the degradative effect of singlet oxygen, which is typically formed in Li-O2 cells."
29,10.1021/acs.chemrev.0c00431,2020.0,Physicochemical Concepts of the Lithium Metal Anode in Solid-State Batteries.,"Developing reversible lithium metal anodes with high rate capability is one of the central aims of current battery research. Lithium metal anodes are not only required for the development of innovative cell concepts such as lithium-air or lithium-sulfur batteries, they can also increase the energy density of batteries with intercalation-type cathodes. The use of solid electrolyte separators is especially promising to develop well-performing lithium metal anodes, because they can act as a mechanical barrier to avoid unwanted dendritic growth of lithium through the cell. However, inhomogeneous electrodeposition and contact loss often hinder the application of a lithium metal anode in solid-state batteries. In this review, we assess the physicochemical concepts that describe the fundamental mechanisms governing lithium metal anode performance in combination with inorganic solid electrolytes. In particular, our discussion of kinetic rate limitations and morphological stability intends to stimulate further progress in the field of lithium metal anodes."
30,10.1002/adma.201705702,2018.0,"Promises, Challenges, and Recent Progress of Inorganic Solid‐State Electrolytes for All‐Solid‐State Lithium Batteries","All‐solid‐state lithium batteries (ASSLBs) have the potential to revolutionize battery systems for electric vehicles due to their benefits in safety, energy density, packaging, and operable temperature range. As the key component in ASSLBs, inorganic lithium‐ion‐based solid‐state electrolytes (SSEs) have attracted great interest, and advances in SSEs are vital to deliver the promise of ASSLBs. Herein, a survey of emerging SSEs is presented, and ion‐transport mechanisms are briefly discussed. Techniques for increasing the ionic conductivity of SSEs, including substitution and mechanical strain treatment, are highlighted. Recent advances in various classes of SSEs enabled by different preparation methods are described. Then, the issues of chemical stabilities, electrochemical compatibility, and the interfaces between electrodes and SSEs are focused on. A variety of research addressing these issues is outlined accordingly. Given their importance for next‐generation battery systems and transportation style, a perspective on the current challenges and opportunities is provided, and suggestions for future research directions for SSEs and ASSLBs are suggested."
31,10.1021/acscentsci.0c00449,2020.0,A Perspective toward Practical Lithium–Sulfur Batteries,"Lithium–sulfur (Li–S) batteries have long been expected to be a promising high-energy-density secondary battery system since their first prototype in the 1960s. During the past decade, great progress has been achieved in promoting the performances of Li–S batteries by addressing the challenges at the laboratory-level model systems. With growing attention paid to the application of Li–S batteries, new challenges at practical cell scales emerge as the bottleneck. In this Outlook, the key parameters for practical Li–S batteries to achieve practical high energy density are emphasized regarding high-sulfur-loading cathodes, lean electrolytes, and limited excess anodes. Subsequently, the key scientific problems are redefined in practical Li–S batteries beyond the previous ones under ideal conditions. Finally, viable strategies are proposed to address the above challenges as future research directions."
32,10.1039/d0ee02714f,2020.0,Recent advances and perspectives on thin electrolytes for high-energy-density solid-state lithium batteries,This review summarizes the recent progress of thin solid-state electrolytes for high energy-density solid-state lithium batteries.
33,10.1021/acsenergylett.9b02668,2020.0,Challenges in Lithium Metal Anodes for Solid-State Batteries,"In this Perspective, we highlight recent progress and challenges related to the integration of lithium metal anodes in solid-state batteries. While prior reports have suggested that solid electroly..."
