,DOI,Year,Title,Abstract
10,10.3390/EN12101870,2019,Energy and Luminous Performance Investigation of an OPV/ETFE Glazing Element for Building Integration,"The combination of architectural membranes such as ethylene tetrafluoroethylene (ETFE) foils and organic photovoltaic (OPV) cells offers a wide range of possibilities for building integration applications. This is due to their flexibility, free-shape, variable color and semitransparency, light weight, cost-effectivity, and low environmental impact. In addition, electrical generation is provided. Four configurations of ETFE foils designed to be integrated onto a south façade glazing element were studied for two representative European locations with different climatic conditions: Barcelona and Paris. These configurations comprise a reference one based on a double ETFE foil with a 10 mm air gap in between, and the other three incorporate on the inner ETFE foil either OPV cells covering 50% or 100% of its surface or a shading pattern printed on it covering 50% of its surface. Results show that, in terms of energy, the configuration with higher OPV coverage area is the one achieving the lowest net energy consumption in both locations. However, when looking at the illumination comfort this option results in insufficient illumination levels. Therefore, a tradeoff strategy balancing energy performance and illumination comfort conditions is necessary. Based on that, the best solution found for both cities is the configuration integrating OPV cells covering 50% of the glazing area and for a window to wall ratio of 0.45."
11,10.1002/pip.3115,2019,All sub‐nanosecond laser monolithic interconnection of OPV modules,"Although green femtosecond lasers provide outstanding quality and wide processing windows for monolithic interconnection of the individual cells in organic photovoltaic (OPV) modules, they are hardly used in commercial applications, due to cost reasons. In this work, a process has been developed that allows the monolithic interconnection in OPV modules with an infrared sub‐nanosecond laser exclusively, without compromising the performance of the modules. While the photoactive layer is removed easily by green femtosecond pulses without damaging the bottom electrode, this is not possible for infrared nanosecond pulses, due to their much larger optical penetration length, which significantly exceeds the thickness of the active layer and is well absorbed by the indium tin oxide (ITO) layer. This leads to damage of the ITO bottom electrode, which in turn compromises the functionality of the module. By systematically varying single‐pulse laser fluence and spatial pulse overlap, the laser parameters are optimized in such a way that the contact area between the residues of the metal oxide bottom electrode and the silver nanowire top electrode is maximized so that the electrical resistances of the contacts are sufficiently small not to affect device performance. This is demonstrated by presenting large‐area OPV modules based on the well‐characterized reference system P3HT:PCBM that show efficiencies of up to 2.4%. This achievement opens up the way towards reliable roll‐to‐roll (R2R) laser patterning processes with sub‐nanosecond lasers and thus represents a breakthrough with respect to cost‐effective R2R manufacturing of OPV modules, due to grossly reduced investment and maintenance costs for laser sources."
12,10.1002/aenm.201602226,2017,Charge Transfer Processes in OPV Materials as Revealed by EPR Spectroscopy,"Understanding charge separation and charge transport at a molecular level is crucial for improving the efficiency of organic photovoltaic (OPV) cells. Under illumination of Bulk Heterojunction (BHJ) blends of polymers and fullerenes, various paramagnetic species are formed including polymer and fullerene radicals, radical pairs, and photoexcited triplet states. Light‐induced Electron Paramagnetic Resonance (EPR) spectroscopy is ideally suited to study these states in BHJ due to its selectivity in probing the paramagnetic intermediates. Advanced techniques like pulsed EPR and ENDOR spectroscopy allow the determination of hyperfine coupling tensors, while high‐frequency EPR allows the EPR signals of the individual species to be resolved and their g‐tensors to be determined. The magnetic resonance parameters of the various polymer donors reveal details about the delocalization of the positive polaron which is important for the efficient charge separation in BHJ systems. Time‐resolved EPR can contribute to the study of the dynamics of charge separation, charge transfer and recombination in BHJ by probing the unique spectral signatures of charge transfer and triplet states. EPR also has the potential to allow characterization of intermediates and products of BHJ degradation."
13,10.1039/C5EE03315B,2016,"Highly efficient, large area, roll coated flexible and rigid OPV modules with geometric fill factors up to 98.5% processed with commercially available materials","Highly efficient, large area OPV modules achieving full area efficiencies of up to 93% of the reference small area cells are reported. The way to a no-loss up-scaling process is highlighted: photoelectrical conversion efficiencies of 5.3% are achieved on rigid modules and of 4.2% on flexible, roll coated ones, employing a commercially available photoactive material. Exceptionally high geometric fill factors (98.5%), achieved via structuring by ultrashort laser pulses, with interconnection widths below 100 μm are demonstrated."
14,10.1021/ACS.CHEMMATER.8B03455,2018,Impact of Polymer Side Chain Modification on OPV Morphology and Performance,"Efficiencies of organic photovoltaic (OPV) devices have been steadily climbing, but there is still a prominent gap in understanding the relationship between fabrication and performance. Side chain substitution is one processing parameter that can change OPV device efficiency considerably, primarily because of variations in morphology. In this work, we explain the morphological link between side chain selection and device performance in one polymer to aid in the development of design rules more broadly. We study the morphology of an OPV active layer using a PBDTTPD-backbone polymer with four different side chain configurations, which are shown to change device efficiency by up to 4 times. The optimal device has the smallest domain sizes, the highest degree of crystallinity, and the most face-on character. This is achieved with two branched 2-ethylhexyl (2EH) side chains placed symmetrically on the BDT unit and a linear octyl (C8) side chain on the TPD unit. Substituting either side chain (C14 on BDT and/or..."
15,10.1002/adma.201302031,2014,25th Anniversary Article: Rise to Power – OPV‐Based Solar Parks,"A solar park based on polymer solar cells is described and analyzed with respect to performance, practicality, installation speed, and energy payback time. It is found that a high voltage installation where solar cells are all printed in series enables an installation rate in Watts installed per minute that far exceed any other PV technology in existence. The energy payback time for the practical installation of polymer solar cell foil on a wooden 250 square meter platform in its present form is 277 days when operated in Denmark and 180 days when operated in southern Spain. The installation and de‐installation rate is above 100 m min−1, which, with the present performance and web width, implies installation of >200 W min−1. In comparison, this also exceeds the overall manufacturing speed of the polymer solar cell foil with a width of 305 mm which is currently 1 m min−1 for complete encapsulated and tested foil. It is also significant that simultaneous installation and de‐installation which enables efficient schemes for decommissioning and recycling is possible. It is highlighted where research efforts should most rationally be invested in order to make grid electricity from OPV a reality (and it is within reach)."
16,10.1109/JPHOTOV.2018.2838438,2018,Multistress Testing of OPV Modules for Accurate Predictive Aging and Reliability Predictions,"Organic photovoltaic (OPV) degradation remains a complex challenge and previous studies have shown the degradation to be a function of multiple stresses, so it can be inaccurate to predict failure rates using single stress tests. In this paper, a new testing methodology whereby multiple stresses are applied simultaneously using a “design of experiment (DOE) approach” is reported and used for predictive aging of modules. Multistress data are used for predictive aging of OPV modules under different stress levels; a general log-linear life model has been adapted and applied in order to predict the life of OPV modules and this is compared to experimental data, which show that a close estimation of simulated lifetime is obtained (within 18% accuracy). The life test models can be used for predicting aging of OPV modules in different geographic locations and could be used to account for different degradation rates due to seasonal climatic variations. Furthermore, by using the DOE data, we show how the major stress factors can be screened and their statistical significance upon degradation quantified using analysis of variance. One of the potential benefits of using this approach for OPV degradation studies is that additional factors could be added to study the impact on degradation to provide a more comprehensive study."
17,10.3390/v10100546,2018,"Whole Genome Characterization of Orthopoxvirus (OPV) Abatino, a Zoonotic Virus Representing a Putative Novel Clade of Old World Orthopoxviruses","Orthopoxviruses (OPVs) are diffused over the complete Eurasian continent, but previously described strains are mostly from northern Europe, and few infections have been reported from Italy. Here we present the extended genomic characterization of OPV Abatino, a novel OPV isolated in Italy from an infected Tonkean macaque, with zoonotic potential. Phylogenetic analysis based on 102 conserved OPV genes (core gene set) showed that OPV Abatino is most closely related to the Ectromelia virus species (ECTV), although placed on a separate branch of the phylogenetic tree, bringing substantial support to the hypothesis that this strain may be part of a novel OPV clade. Extending the analysis to the entire set of genes (coding sequences, CDS) further substantiated this hypothesis. In fact the genome of OPV Abatino included more CDS than ECTV; most of the extra genes (mainly located in the terminal genome regions), showed the highest similarity with cowpox virus (CPXV); however vaccinia virus (VACV) and monkeypox virus (MPXV) were the closest OPV for certain CDS. These findings suggest that OPV Abatino could be the result of complex evolutionary events, diverging from any other previously described OPV, and may indicate that previously reported cases in Italy could represent the tip of the iceberg yet to be explored."
18,10.1039/C6TA08593H,2017,Multifunctional ternary additive in bulk heterojunction OPV: increased device performance and stability,"Great improvements in the development of organic photovoltaic (OPV) devices have been reported over the years; however, the overall efficiency and operational lifetimes of the devices must be improved. Maintaining a stable power conversion efficiency (PCE) in bulk heterojunction OPV devices can be achieved by utilizing cross-linkable ternary additives that freeze the optimal morphology. However, these additives currently do not contribute to improving the PCE of the device therefore limiting their overall effectiveness. In this study we present a dual functional bis(6-azidohexanoate)silicon phthalocyanine ((HxN3)2-SiPc) with cross-linking groups and near IR absorption as a ternary additive in poly(3-hexylthiophene) (P3HT) and phenyl-C61-butyric acid methyl ester (PC61BM) devices. As an additive at 10 wt% with respect to PC61BM, (HxN3)2-SiPc increased the short circuit current density (Jsc) by ≈9% due to increased photocurrent generation in the near IR region. In addition, devices utilizing (HxN3)2-SiPc exhibited a 97% PCE retention after thermal ageing at 150 °C for 23 h (compared to 47% retention for baseline devices) showing the compound is an effective cross-linker. These findings represent the first example of a multifunctional dye additive in an OPV device that simultaneously broadens the spectral coverage, resulting in added photogeneration, and stabilizes the active layer morphology, resulting in increased PCE retention."
19,10.1002/adma.201302031,2014,25th Anniversary Article: Rise to Power – OPV‐Based Solar Parks,"A solar park based on polymer solar cells is described and analyzed with respect to performance, practicality, installation speed, and energy payback time. It is found that a high voltage installation where solar cells are all printed in series enables an installation rate in Watts installed per minute that far exceed any other PV technology in existence. The energy payback time for the practical installation of polymer solar cell foil on a wooden 250 square meter platform in its present form is 277 days when operated in Denmark and 180 days when operated in southern Spain. The installation and de‐installation rate is above 100 m min−1, which, with the present performance and web width, implies installation of >200 W min−1. In comparison, this also exceeds the overall manufacturing speed of the polymer solar cell foil with a width of 305 mm which is currently 1 m min−1 for complete encapsulated and tested foil. It is also significant that simultaneous installation and de‐installation which enables efficient schemes for decommissioning and recycling is possible. It is highlighted where research efforts should most rationally be invested in order to make grid electricity from OPV a reality (and it is within reach)."
20,10.1088/1468-6996/15/3/034203,2014,Recent progress of high performance polymer OLED and OPV materials for organic printed electronics,"Abstract The development of organic printed electronics has been expanding to a variety of applications and is expected to bring innovations to our future life. Along with this trend, high performance organic materials with cost-efficient fabrication processes and specific features such as thin, light weight, bendable, and low power consumption are required. A variety of organic materials have been investigated in the development of this field. The basic guidelines for material design and the recent progress of polymer-based organic light-emitting diodes (OLEDs) and organic photovoltaic cells (OPVs) are reported."
21,10.1039/c5nr00204d,2015,R2R-printed inverted OPV modules--towards arbitrary patterned designs.,"We describe the fabrication of roll-to-roll (R2R) printed organic photovoltaic (OPV) modules using gravure printing and rotary screen-printing processes. These two-dimensional printing techniques are differentiating factors from coated OPVs enabling the direct patterning of arbitrarily shaped and sized features into visual shapes and, increasing the freedom to connect the cells in modules. The inverted OPV structures comprise five layers that are either printed or patterned in an R2R printing process. We examined the rheological properties of the inks used and their relationship with the printability, the compatibility between the processed inks, and the morphology of the R2R-printed layers. We also evaluate the dimensional accuracy of the printed pattern, which is an important consideration in designing arbitrarily-shaped OPV structures. The photoactive layer and top electrode exhibited excellent cross-dimensional accuracy corresponding to the designed width. The transparent electron transport layer extended 300 µm beyond the designed values, whereas the hole transport layer shrank 100 µm. We also examined the repeatability of the R2R fabrication process when the active area of the module varied from 32.2 cm(2) to 96.5 cm(2). A thorough layer-by-layer optimization of the R2R printing processes resulted in realization of R2R-printed 96.5 cm(2) sized modules with a maximum power conversion efficiency of 2.1% (mean 1.8%) processed with high functionality."
22,10.1002/ENTE.201500150,2015,Roll‐to‐Roll Slot–Die Coated Organic Photovoltaic (OPV) Modules with High Geometrical Fill Factors,"Flexible semi-transparent organic photovoltaic (OPV) modules were manufactured by roll-to-roll slot–die coating of three functional layers [ZnO, photoactive layer, and poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate)(PEDOT:PSS)] and either the screen printing or inkjet printing of the top electrodes. A poly(3-hexylthiophene):[6,6] phenyl C61-butyric acid methyl ester (P3HT:PCBM) layer deposited from non-chlorinated solvents was used as the absorber layer. The modules were realized by slot–die coating of the layers onto a laser-patterned polyethylene terephthalate/indium-tin oxide (PET/ITO) substrate, followed by laser structuring of all coated layers. The top electrodes were realized by high-resolution printing, which, combined with laser patterning of other layers, enables manufacturing of the modules with high geometrical fill factor (92.5%). The modules have an active area of 156 cm2, and contain 13 serially interconnected cells. Two semitransparent electrodes (ITO from the bottom and PEDOT:PSS/Ag-grid from the top side) allow the absorption of photons incident from both sides. The performance of the modules was evaluated and compared among the modules by considering the following factors: (i) roll-to-roll slot–die coated vs. spin-coated layers,(ii) inkjet-printed vs. screen-printed top electrodes, (iii) top vs. bottom illumination. The demonstrated technology is one of the proven feasible ways towards industrial manufacturing of the OPV modules."
23,10.3762/bjoc.12.223,2016,High performance p-type molecular electron donors for OPV applications via alkylthiophene catenation chromophore extension,"The synthesis of key 4-alkyl-substituted 5-(trimethylsilyl)thiophene-2-boronic acid pinacol esters 3 allowed a simplified alkylthiophene catenation process to access bis-, ter-, quater-, and quinquethiophene π-bridges for the synthesis of acceptor–π-bridge-donor– π-bridge-acceptor (A–π-D–π-A) electron donor molecules. Based on the known benzodithiophene-terthiophene-rhodanine (BTR) material, the BXR series of materials, BMR (X = M, monothiophene), BBR (X = B, bithiophene), known BTR (X = T, terthiophene), BQR (X = Q, quaterthiophene), and BPR (X = P(penta), quinquethiophene) were synthesised to examine the influence of chromophore extension on the device performance and stability for OPV applications. The BTxR (x = 4, butyl, and x = 8, octyl) series of materials were synthesised by varying the oligothiophene π-bridge alkyl substituent to examine structure–property relationships in OPV device performance. The devices assembled using electron donors with an extended chromophore (BQR and BPR) are shown to be more thermally stable than the BTR containing devices, with un-optimized efficiencies up to 9.0% PCE. BQR has been incorporated as a secondary donor in ternary blend devices with PTB7-Th resulting in high-performance OPV devices with up to 10.7% PCE."
24,10.1021/ACS.MACROMOL.6B01708,2016,Temperature Sensitive Emission Color Tuning and White Light Emission in Segmented OPV Polymer: Perylene Bisimide Supramolecular Complex,"An oligo(phenylenevinylene) (OPV) based segmented polymer (POPV) and its small molecule model compound (SOPV) were designed with a carboxyl functionality in the side chain. The polymer and small molecule were complexed with pyridine functionalized perylene bisimide (UPBIPy) and the properties of the donor: acceptor (D:A) complexes were compared. Both polymer and small molecule D:A complexes formed lamellar morphologies in the <10 nm length scale, which could be visualized by TEM and AFM imaging. The flexibility of the segmented polymer architecture imparted special properties to the polymer and its complex. The polymer complex (POPVC) exhibited white light emission with CIE color coordinates (0.27, 0.32) due to partial energy transfer from POPV to UPBIPy. The analogous model OPV complex (SOPVC) continued to show characteristic blue OPV emission in the complex also. The higher sensitivity of polymers toward temperature was made use of to tune the emission color in the complex from white (0.27, 0.32) at 30 ..."
