,DOI,Year,Title,Abstract
10,10.1002/adfm.200600171,2006,"Synthesis of 2,7‐Carbazolenevinylene‐Based Copolymers and Characterization of Their Photovoltaic Properties","New electroactive and photoactive conjugated copolymers consisting of alternating 2,7‐carbazole and oligothiophene moieties linked by vinylene groups have been developed. Different oligothiophene units have been introduced to study the relationship between the polymer structure and the electronic properties. The resulting copolymers are characterized by UV‐vis spectroscopy, size‐exclusion chromatography, and thermal and electrochemical analyses. Bulk heterojunction photovoltaic cells from different copolymers and a soluble fullerene derivative, [6,6]‐phenyl‐C61 butyric acid methyl ester, have been fabricated, and promising preliminary results are obtained. For instance, non‐optimized devices using poly(N‐(4‐octyloxyphenyl)‐2,7‐carbazolenevinylene‐alt‐3″,4″‐dihexyl‐2,2′;5′,2″;5″,2″′;5″′,2″″‐quinquethiophenevinylene 1″,1″‐dioxide) as an absorbing and hole‐carrier semiconductor exhibit power conversion efficiency up to 0.8 % under air mass (AM) 1.5 illumination. These features make 2,7‐carbazolenevinylene‐based and related polymers attractive candidates for solar‐cell applications."
11,10.1021/JA0771989,2008,"Toward a rational design of poly(2,7-carbazole) derivatives for solar cells.","On the basis of theoretical models and calculations, several alternating polymeric structures have been investigated to develop optimized poly(2,7-carbazole) derivatives for solar cell applications. Selected low band gap alternating copolymers have been obtained via a Suzuki coupling reaction. A good correlation between DFT theoretical calculations performed on model compounds and the experimental HOMO, LUMO, and band gap energies of the corresponding polymers has been obtained. This study reveals that the alternating copolymer HOMO energy level is mainly fixed by the carbazole moiety, whereas the LUMO energy level is mainly related to the nature of the electron-withdrawing comonomer. However, solar cell performances are not solely driven by the energy levels of the materials. Clearly, the molecular weight and the overall organization of the polymers are other important key parameters to consider when developing new polymers for solar cells. Preliminary measurements have revealed hole mobilities of about 1 x 10(-3) cm2 x V(-1) x s(-1) and a power conversion efficiency (PCE) up to 3.6%. Further improvements are anticipated through a rational design of new symmetric low band gap poly(2,7-carbazole) derivatives."
12,10.1002/marc.201000038,2010,Synthesis of new pyridazine-based monomers and related polymers for photovoltaic applications.,"New aromatic compounds with a pyridazine core have been synthesized. Four electron-withdrawing monomers have been easily prepared from simple condensation reactions and ring closure procedures. Optimized HOMO, LUMO, and bandgap energy levels have been obtained. The resulting conjugated polymers have been tested in organic solar cells. First studies have revealed power conversion efficiencies up to 0.5% for an active area of 1.0 cm(2) ."
13,10.1021/MA100039Q,2010,"Synthesis of Thieno[3,4-b]pyrazine-Based and 2,1,3-Benzothiadiazole-Based Donor−Acceptor Copolymers and their Application in Photovoltaic Devices","Two kinds of thieno[3,4-b]pyrazine-based monomers, 2,3-dimethyl-5,7-di(2-bromothien-5-yl)-thieno[3,4-b]pyrazine and 2,3-diphenyl-5,7-di(2-bromothien-5-yl)-thieno[3,4-b]pyrazine, were synthesized via an improved synthetic route. These two monomers and 4,7-di(2-bromothien-5-yl)-2,1,3-benzothiadiazole were copolymerized with three donor segments (fluorene, carbazole, and indolocarbazole) separately by a Suzuki cross-coupling reaction to give six types of 5,7-dithien-2-yl-thieno[3,4-b]pyrazine (DTTP)-based donor−acceptor (D−A) copolymers (TP1-6) and three types of 5,7-dithien-2-yl-2,1,3-benzothiadiazole (DTBT)-based D−A copolymers (PF-DTBT, PC-DTBT, and PIC-DTBT). The optical properties, electrochemical behavior, and energy levels of these nine copolymers were investigated. The photovoltaic performance of the copolymers was compared and discussed considering their energy levels."
14,10.1002/MARC.200800440,2008,Narrow Energy Gap Polymers with Absorptions up to 1 200 nm and their Photovoltaic Properties,"A series of donor/acceptor carbazole copolymers comprising alternating 6,7-diphenyl-4,9-bis-(thiophen-2-yl)-[1,2,5]thiadiazolo[3,4-g]quinoxaline and 3,6-dimethyl-9-alkyl-9H-carbazole repeat units (P1), or 3,6-dimethyl-9-triarylamino-9H-carbazole repeat units (P2), or 9-tri-arylamino-9H-carbazole repeat units (P3) has been prepared following Suzuki polymerization procedures. P3 absorbs light up to 1200 nm and has an energy gap of 1.1 eV, while P1 and P2 have energy gaps of 1.3 and 1.25 eV, respectively. Photovoltaic cells with ITO/PED-OT:PSS/P3:PCBM (1:1 w/w)/Ca showed an open-circuit voltage of 0.4 V under white light illumination, power conversion efficiency of 0.61%, and short-circuit current of 5.2 mA ·cm -2 ."
15,10.1021/ja907506r,2009,Poly(diketopyrrolopyrrole-terthiophene) for ambipolar logic and photovoltaics.,"A new semiconducting polymer, PDPP3T, with alternating diketopyrrolopyrrole and terthiophene units is presented. PDPP3T has a small band gap of 1.3 eV and exhibits nearly balanced hole and electron mobilities of 0.04 and 0.01 cm(2) V(-1) s(-1), respectively, in field-effect transistors (FETs). By the combination of two identical ambipolar transistors, an inverter was constructed that exhibits a gain of approximately 30. When PDPP3T was combined with [60]PCBM or [70]PCBM in a 1:2 weight ratio, photovoltaic cells were made that provide a photoresponse up to 900 nm and an AM1.5 power conversion efficiency of 3.8 or 4.7%, respectively. In contrast to the almost constant FET mobility, the efficiency of the photovoltaic cells was found to be strongly dependent on the molecular weight of PDPP3T and the use of diiodooctane as a processing agent."
16,10.1063/1.3508951,2010,Bulk heterojunction solar cells based on a low-bandgap carbazole-diketopyrrolopyrrole copolymer,"Bulk heterojunction (BHJ) solar cells fabricated with a phase separated nanomaterial comprising a carbazole-diketopyrrolopyrrole copolymer (PCBTDPP) and [6,6]-phenyl C70-butyric acid methyl ester (PC70BM) are demonstrated with power conversion efficiency>3.5%. The PCBTDPP:PC70BM BHJ nanomorphology was controlled by changing the length of the alkyl side-chain of the polymer and by utilizing processing additives."
17,10.1021/MA9025866,2010,Germafluorenes: New Heterocycles for Plastic Electronics,"The synthesis and characterization of new heterofluorene derivatives based on germanium are described. These germafluorene monomers have been polymerized with different aromatic comonomers. The resulting homopolymers and alternating copolymers have been characterized by size exclusion chromatography, thermal analyses (TGA and DSC), UV−vis−NIR absorption spectroscopy, X-ray diffraction, and cyclic voltammetry. These homopolymers and copolymers are air-stable and present bandgaps ranging from 3.0 to 1.6 eV. Some copolymers were tested in field-effect transistors (FETs) and bulk heterojunction photovoltaic cells (PCs). Best results in FETs were obtained with poly[2,7-(9,9-di-n-butylgermafluorene)-alt-3,6-bis(thiophen-5-yl)-2,5-dioctylpyrrolo[3,4-]pyrrole-1,4-dione], which shows a hole mobility up to 0.04 cm2 (V·s)−1 with an Ion/Ioff ratio of 1.0 × 106. For photovoltaic applications, the best results were obtained with poly[2,7-(9,9-di-n-octylgermafluorene)-alt-5,5-(4′,7′-di-2-thienyl-2′,1′,3′-benzothiadiazol..."
18,10.1021/CM901487F,2009,Synthesis and Photovoltaic Properties of Diketopyrrolopyrrole-Based Donor−Acceptor Copolymers,"Three kinds of diketopyrrolopyrrole-based donor−acceptor (D-A) type copolymers, poly{9,9-di(2-ethylhexyl)fluorene-2,7-diyl-alt-3,6-dithien-2-yl-2,5-di(2-ethylhexyl)-pyrrolo[3,4-c]pyrrole-1,4-dione-5′,5′′-diyl} (PF-DTDPP), poly{N-(1-decylundecyl)carbazole-2,7-diyl-alt-3,6-dithien-2-yl-2,5-di(2-ethylhexyl)-pyrrolo[3,4-c]pyrrole-1,4-dione-5′,5′′-diyl} (PC-DTDPP), and poly{N-[1-(2-ethylhexyl)-3-ethylheptanyl]-dithieno[3,2-b:2′,3′-d]pyrrole-3,6-dithien-2-yl-2,5-di(2-ethylhexyl)-pyrrolo[3,4-c]pyrrole-1,4-dione-5′,5′′-diyl} (PDTP-DTDPP) were synthesized. By changing the donor segments, the absorption ranges of DTDPP-containing copolymers can be tuned. PF-DTDPP and PC-DTDPP showed absorption bands in the range of 500−700 nm, while PDTP-DTDPP showed broad absorption in the range of 500−1000 nm in the solutions. The power conversion efficiencies (PCE) of the polymer solar cells (PSCs) based on these copolymers and [6,6]-phenyl C61 butyric acid methyl ester (PCBM) were 0.88% (PF-DTDPP), 2.26% (PC-DTDPP), and 1.12% (..."
19,10.1021/MA902398Q,2010,Diketopyrrolopyrrole-Based Semiconducting Polymer for Photovoltaic Device with Photocurrent Response Wavelengths up to 1.1 μm,"A highly effective photovoltaic polymer with near-infrared response, poly{N-[1-(2-ethylhexyl)-3-ethylheptanyl]-dithieno[3,2-b:2′,3′-d]pyrrole-3,6-dithien-2-yl-2,5-dibutylpyrrolo[3,4-c]pyrrole-1,4-dione-5′,5′′-diyl} {PDTP-DTDPP(Bu)}, was synthesized. The polymer has high molecular weight, good solubility, and a broad absorption spectrum in the range of 500−1100 nm. Field effect transistor charge mobility of PDTP-DTDPP(Bu) arrived 0.05 cm2 V−1 s−1. Bulk heterojunction type polymer solar cells based on PDTP-DTDPP(Bu) and PC70BM have broad photocurrent response wavelength range from 300 nm to 1.1 μm. High short-circuit current (14.87 mA/cm2) and power conversion efficiency (2.71%) were achieved, which is a significant advance for efficient photovoltaic polymers that respond to the whole range of the solar spectrum."
20,10.1021/MA9012972,2009,"Bandgap and Molecular Level Control of the Low-Bandgap Polymers Based on 3,6-Dithiophen-2-yl-2,5-dihydropyrrolo[3,4-c]pyrrole-1,4-dione toward Highly Efficient Polymer Solar Cells","A series of low-bandgap polymers based on a soluble chromophore of 3,6-dithiophen-2-yl-2,5-dihydropyrrolo[3,4-c]pyrrole-1,4-dione (DPP) unit were synthesized by introducing of different electron-rich building blocks copolymerized with DPP unit. Four new DPP-based polymers, PDPP-DTS, PDPP-F, PDPP-BDT, and PDPP-BDP, were characterized by GPC, TGA, NMR, UV−vis absorption, and electrochemical cyclic voltammetry. The results indicate that their bandgaps as well as their molecular energy levels are readily tuned by copolymerizing with different conjugated electron-donating units. In order to investigate their photovoltaic properties, polymer solar cell (PSC) devices based on PDPP-DTS, PDPP-F, PDPP-BDT, and PDPP-BDP were fabricated with a structure of ITO/PEDOT:PSS/polymers:PC70BM(1:2,w/w)/Ca/Al under the illumination of AM 1.5G, 100 mW/cm2. The power conversion efficiencies (PCE) of the four DPP-based PSC devices were measured and shown in this paper. The best performance of the PSC device was obtained by using..."
21,10.1021/CM100661Z,2010,New Two-Dimensional Thiophene−Acceptor Conjugated Copolymers for Field Effect Transistor and Photovoltaic Cell Applications,"We report the synthesis, properties, and optoelectronic device applications of two-dimensional (2D) like conjugated copolymers, P4TBT, P4TDTBT, P4TDTQ, and P4TDPP, consisting of 2′,5′′-bis(trimethystannyl)-5,5′′′-di-(2-ethylhexyl)[2,3′;5′,2′′;4′′,2′′′]quarterthiophene (4T) with the following four acceptors of 4,7-dibromo-2,1,3-benzothiodiazole (BT), 4,7-di-2-thienyl-2,1,3-benzothiadiazole (DTBT), 2,3-bis(4-(2-ethylhexyloxy)phenyl)-5,8-bis[5′-bromodithien-2-ylquinoxalines] (DTQ), and 3,6-bis(5-bromothiophen-2-yl)-2,5-bis(2-ethylhexyl)pyrrolo[3,4-c]pyrrole-1,4-dione (DPP). The optical band gaps (eV) of the studied conjugated copolymers are in the order of P4TDPP (1.29) < P4TDTBT (1.60) < P4TDTQ (1.83) < P4TBT (1.88). The 2D-like conjugated copolymers exhibited high field effect (FET) hole mobilities in the range of 10−1−10−4 cm2 V−1 s−1. On the other hand, the FET electron mobilities were observed for P4TDTBT and P4TDPP because of their relatively low-lying LUMO level suitable for electron injection. In par..."
22,10.1002/POLA.23931,2010,Synthesis and characterization of a narrow-bandgap polymer containing alternating cyclopentadithiophene and diketo-pyrrolo-pyrrole units for solar cell applications,"We have synthesized a narrow-bandgap conjugated polymer (PCTDPP) containing alternating cyclopentadithiophene (CT) and diketo-pyrrolo-pyrrole (DPP) units by Suzuki coupling. This PCTDPP exhibits a low band gap of 1.31 eV and a broad absorption band from 350 to 1000 nm, which allows it to absorb more available photons from sunlight. A bulk heterojunction polymer solar cell incorporating PCTDPP and C70 at a blend ratio of 1:3 exhibited a high short-circuit current of 10.87 mA/cm2 and a power conversion efficiency of 2.27%. © 2010 Wiley Periodicals, Inc. J Polym Sci Part A: Polym Chem 48: 1669–1675, 2010"
23,10.1021/ja808373p,2009,Development of new semiconducting polymers for high performance solar cells.,"A new low band gap semiconducting polymer, PTB1, was synthesized and found promising for solar energy harvesting. Simple polymer solar cells based on PTB1 and methanofullerene [6,6]-phenyl-C(71)-butyric acid methyl esters (PC(71)BM) exhibit a solar conversion efficiency of 5.6%. An external quantum efficiency of 67% and fill-factor of 65% are achieved, both of which are among the highest values reported for a solar cell system based on a low band gap polymer."
24,10.1021/ja9064975,2009,Synthesis of a low band gap polymer and its application in highly efficient polymer solar cells.,"HOMO level of the PBDTTT-based polymer was successfully reduced by introducing an ketone group in place of the ester group. The average PCE of the PBDTTT-based devices reached 6.3% with a champion PCE result of 6.58%. Due to its highly efficient photovoltaic performance and more feasible synthesis approach, PBDTTT-C has the potential to be successfully applied in the large-scale manufacturing of polymer solar cells."
25,10.1039/C2JM34629J,2012,"Synthesis and application of dithieno[2,3-d:2′,3′-d′]benzo[1,2-b:4,5-b′]dithiophene in conjugated polymer",A feasible synthetic route to alkoxy-substituted DTBDT was designed and the first DTBDT-based polymer was prepared and applied in organic solar cells. The preliminary results indicate that the DTBDT unit can be used as a potential building block in organic semiconductor materials.
26,10.1039/c0cc00098a,2010,"Benzo[1,2-b:4,5-b']dithiophene-dioxopyrrolothiophen copolymers for high performance solar cells.","New donor/acceptor polymers PBDTDPT1 and PBDTDPT2 with alternating benzodithiophene and N-alkylated dioxopyrrolo-thiophene were synthesized. The new polymers had deep HOMO levels of -5.42 and -5.44 eV for PBDTDPT1 and PBDTDPT2, respectively. A PBDTDPT2 based BHJ solar cell device achieved a PCE of 4.79% and V(oc) of 0.91 V."
27,10.1021/MA101878W,2011,"Thieno(3,4-c)pyrrole-4,6-dione-Based Donor-Acceptor Conjugated Polymers for Solar Cells","Three new donor−acceptor conjugated polymers incorporating thieno[3,4-c]pyrrole-4,6-dione (TPD) acceptor and dialkoxybithiophene or cyclopentadithiophene units as donor have been synthesized and explored in bulk heterojunction (BHJ) solar cells and organic field-effect transistors (OFETs). The TPD-containing polymers had optical band gaps of 1.50−1.70 eV and HOMO levels of −4.85 to −5.26 eV. The highly electron-rich character of dialkoxybithiophene in P1 and P2 destabilizes their HOMOs which significantly affects the photovoltaic efficiency. However, polymer P3 containing cyclopentadithiophene donor units results in a deeper HOMO level of −5.26 eV. The field-effect mobility of holes varied from 2 × 10−4 cm2/(V s) in P2 to ∼1 × 10−2 cm2/(V s) in P3-based transistors. BHJ solar cells using polymer P1 or P2 as the electron donor and (6,6)-phenyl-C71-butyric acid ester (PC71BM) as the electron acceptor exhibit low open circuit voltages (Voc = 0.40−0.60 V) and power conversion efficiencies below 1.5%. However,..."
28,10.1021/ja200314m,2011,"Bulk heterojunction solar cells using thieno[3,4-c]pyrrole-4,6-dione and dithieno[3,2-b:2',3'-d]silole copolymer with a power conversion efficiency of 7.3%.","A new alternating copolymer of dithienosilole and thienopyrrole-4,6-dione (PDTSTPD) possesses both a low optical bandgap (1.73 eV) and a deep highest occupied molecular orbital energy level (5.57 eV). The introduction of branched alkyl chains to the dithienosilole unit was found to be critical for the improvement of the polymer solubility. When blended with PC(71)BM, PDTSTPD exhibited a power conversion efficiency of 7.3% on the photovoltaic devices with an active area of 1 cm(2)."
29,10.1021/MA800820R,2008,"Bandgap and Molecular Energy Level Control of Conjugated Polymer Photovoltaic Materials Based on Benzo[1,2-b:4,5-b']dithiophene","Bandgap and molecular energy level control are of great importance in improving photovoltaic properties of conjugated polymers. A common approach to tuning these parameters is to modify the structure of conjugated polymers by copolymerizing with different units. In this paper, research work focuses on the synthesis of benzo[1,2-b:4,5-b′]dithiophene (BDT) with different conjugated units and their photovoltaic performance. Eight new BDT-based polymers with commonly used conjugated units, including thiophene, benzo[c][1,2,5]thiadiazole (BT), thieno[3,4-b]pyrazine (TPZ), etc., were synthesized. The bandgaps of the polymers were tuned in the range of 1.0−2.0 eV, and their HOMO and LUMO energy levels could also be tuned effectively. The absorption spectra as well as electrochemical and photovoltaic properties of these polymers were investigated systematically. Some units exhibiting the same effect of bandgap lowering exhibited different effects on molecular energy levels of the polymers. For example, the TPZ un..."
30,10.1002/adma.201403080,2015,Organic Solar Cells Using a High‐Molecular‐Weight Benzodithiophene–Benzothiadiazole Copolymer with an Efficiency of 9.4%,"A high molecular weight donor-acceptor conjugated polymer is synthesized using the Suzuki polycondensation method. Using this polymer, a single-junction bulk-heterojunction solar cell is fabricated giving a power conversion efficiency of 9.4% using a fullerene-modified ZnO interlayer at the cathode contact."
31,10.1021/ja101888b,2010,"A thieno[3,4-c]pyrrole-4,6-dione-based copolymer for efficient solar cells.","A new low-band-gap thieno[3,4-c]pyrrole-4,6-dione-based copolymer, PBDTTPD, has been designed and synthesized. PBDTTPD is soluble in chloroform or o-dichlorobenzene upon heating and shows a broad absorption in the visible region. The HOMO and LUMO energy levels were estimated to be at -5.56 and -3.75 eV, respectively. These electrochemical measurements fit well with an optical bandgap of 1.8 eV. When blended with PC(71)BM, this polymer demonstrated a power conversion efficiency of 5.5% in a bulk-heterojunction photovoltaic device having an active area of 1.0 cm(2)."
32,10.1021/MA301900H,2012,"Design, Application, and Morphology Study of a New Photovoltaic Polymer with Strong Aggregation in Solution State","A new conjugated polymer based on 5,7-bis(2-ethylhexyl)benzo[1,2-c:4,5-c′]dithiophene-4,8-dione, named as PBDTBDD, was designed, synthesized, and applied in polymer solar cells (PSCs). A power conversion efficiency (PCE) of 6.67% was obtained from the PBDTBDD/PC61BM-based PSC, which is a remarkable result for the PSCs using PC61BM as electron acceptor. The PBDTBDD/PC61BM-based device exhibits a narrow absorption band and excellent quantum efficiency in the range from 500 to 700 nm. Furthermore, PBDTBDD shows a strong aggregation effect in solution state, and the study indicates that although the temperature used in solution preparation has little influence on molecular orientation as well as crystallinity of the D/A blend, it plays an important role in forming proper domain size in the blend. This work provides a good example to reveal the correlation between the morphology of the blend films and the processing temperature of the solution preparation. Furthermore, the study in this work suggests an intere..."
33,10.1021/ACS.MACROMOL.5B00829,2015,Highly Efficient Photovoltaic Polymers Based on Benzodithiophene and Quinoxaline with Deeper HOMO Levels,"We present the synthesis and photovoltaic application of four conjugated polymers composed of benzo[1,2-b:4,5-b′]dithiophene (BDT)-based and 2,3-diphenyl-5,8-di(thiophen-2-yl)quinoxaline (DTQx)-based units. Fluorination of the DTQx units and the conjugated side groups of the BDT unit shows synergistic effect on molecular energy level modulation of the polymers, and as a result, the polymer PBQ-4 exhibits the deepest HOMO and LUMO levels in these four polymers. The characterizations of the photovoltaic properties of the polymer solar cells (PSCs) based on these four polymers reveal that the fluorination has little influence on short-circuit current density (JSC) and fill factor (FF) but is very helpful to enhance open-circuit voltage (VOC) of the devices. Benefiting from the synergistic effect of the fluorination, the device based on PBQ-4 shows a high VOC of 0.90 V, which is 0.26 V higher than the polymer without fluorine and ca. 0.10 V higher than the other two polymers with less fluorine. As a result, a..."
34,10.1002/adma.201301174,2013,PDT‐S‐T: A New Polymer with Optimized Molecular Conformation for Controlled Aggregation and π–π Stacking and Its Application in Efficient Photovoltaic Devices,"The correlation among molecular conformation, the crystallinity of the morphology, propensity for π-π stacking, J- versus H-aggregation, and photovoltaic performance have been studied based on two newly designed polymers, PBDTTT-S-T and PDT-S-T. The results show that more linear backbone structure is helpful to improve photovoltaic properties of the polymer, and therefore, molecular conformation should be considered for molecular design of photovoltaic polymers."
35,10.1002/adma.201200995,2012,Improving the Ordering and Photovoltaic Properties by Extending π–Conjugated Area of Electron‐Donating Units in Polymers with D‐A Structure,"A systematic molecular design process from PBDTTT-S to PBDTDTTT-S-T, a high-performance semiconducting polymer for organic photovoltaics, has been achieved by enhancing structural order, self-assembly and carrier mobility. Solar cells made from PBDTDTTT-S-T blended with PC(70) BM show a power conversion efficiency (PCE) of 7.81%, which is 25% higher than that of the parent PBDTTT-S."
